timestamp,768984,718151,717983,774359,717992,776266,718147,776290,718320,776203
06/04/2026 00:00:00,220,128,125,148,126,137,123,134,196,161
06/04/2026 00:05:00,226,115,111,137,116,155,142,153,199,162
06/04/2026 00:10:00,243,122,104,130,126,142,130,141,172,141
06/04/2026 00:15:00,238,136,134,163,133,141,128,138,209,171
06/04/2026 00:20:00,210,109,110,137,117,130,113,129,163,131
06/04/2026 00:25:00,183,89,97,128,108,120,100,117,175,143
06/04/2026 00:30:00,206,89,76,122,111,108,88,106,170,140
06/04/2026 00:35:00,224,111,99,130,108,121,104,119,144,116
06/04/2026 00:40:00,226,126,124,156,110,132,113,130,182,150
06/04/2026 00:45:00,193,87,84,122,112,132,113,129,168,137
06/04/2026 00:50:00,210,110,101,133,116,108,86,106,174,142
06/04/2026 00:55:00,197,106,106,141,114,132,114,130,169,135
06/04/2026 01:00:00,188,95,95,126,120,159,141,157,169,135
06/04/2026 01:05:00,183,102,109,145,122,127,108,125,176,143
06/04/2026 01:10:00,214,104,94,137,127,130,113,129,164,135
06/04/2026 01:15:00,214,119,115,150,128,154,139,151,171,140
06/04/2026 01:20:00,199,96,92,119,100,138,122,137,205,168
06/04/2026 01:25:00,188,103,103,132,110,132,114,130,164,133
06/04/2026 01:30:00,165,86,101,131,109,130,107,129,172,141
06/04/2026 01:35:00,187,85,80,116,88,111,92,109,160,129
06/04/2026 01:40:00,170,90,93,125,101,113,93,111,155,128
06/04/2026 01:45:00,214,90,74,111,99,107,85,106,152,123
06/04/2026 01:50:00,148,72,77,105,80,102,79,99,154,128
06/04/2026 01:55:00,163,76,78,114,86,103,82,100,152,123
06/04/2026 02:00:00,148,60,69,102,81,97,72,94,141,115
06/04/2026 02:05:00,183,62,54,95,83,112,93,109,147,121
06/04/2026 02:10:00,183,80,82,116,91,90,67,87,140,114
06/04/2026 02:15:00,163,80,86,116,87,101,80,98,151,124
06/04/2026 02:20:00,183,82,77,111,86,100,75,98,144,119
06/04/2026 02:25:00,170,75,81,117,92,95,70,94,162,129
06/04/2026 02:30:00,188,82,82,111,88,102,79,99,140,116
06/04/2026 02:35:00,152,60,64,97,72,94,70,92,151,123
06/04/2026 02:40:00,197,89,84,115,92,113,91,111,156,129
06/04/2026 02:45:00,171,83,86,131,119,117,97,115,166,137
06/04/2026 02:50:00,188,82,82,103,80,108,86,106,136,113
06/04/2026 02:55:00,159,68,71,107,88,137,125,134,140,116
06/04/2026 03:00:00,163,72,76,107,80,104,79,102,167,139
06/04/2026 03:05:00,188,89,91,131,99,106,84,103,152,126
06/04/2026 03:10:00,176,82,78,103,72,106,84,103,150,124
06/04/2026 03:15:00,203,89,75,108,87,132,120,129,165,134
06/04/2026 03:20:00,234,109,98,133,87,118,99,115,168,136
06/04/2026 03:25:00,183,88,86,121,95,129,112,128,157,128
06/04/2026 03:30:00,240,115,100,129,93,163,151,160,185,151
06/04/2026 03:35:00,251,142,135,164,136,167,160,165,178,145
06/04/2026 03:40:00,224,110,94,124,107,152,140,150,197,162
06/04/2026 03:45:00,243,132,118,142,131,163,153,160,189,156
06/04/2026 03:50:00,238,145,135,152,114,189,189,186,188,154
06/04/2026 03:55:00,199,97,92,119,107,155,143,153,174,142
06/04/2026 04:00:00,238,116,100,129,105,124,103,121,203,164
06/04/2026 04:05:00,226,126,122,153,116,179,169,177,197,160
06/04/2026 04:10:00,234,131,126,148,105,167,157,164,213,174
06/04/2026 04:15:00,295,162,133,150,126,189,189,186,210,172
06/04/2026 04:20:00,299,171,145,157,149,215,217,214,246,202
06/04/2026 04:25:00,282,184,180,199,161,258,269,258,240,197
06/04/2026 04:30:00,339,202,169,175,149,213,220,211,259,212
06/04/2026 04:35:00,316,211,189,195,168,254,265,253,269,222
06/04/2026 04:40:00,360,248,224,216,179,292,317,290,305,249
06/04/2026 04:45:00,383,281,250,242,204,315,345,313,297,245
06/04/2026 04:50:00,397,295,267,254,195,319,352,317,356,292
06/04/2026 04:55:00,381,257,220,210,198,322,351,319,291,241
06/04/2026 05:00:00,342,240,220,208,193,318,348,315,297,244
06/04/2026 05:05:00,387,261,223,206,166,288,314,288,333,274
06/04/2026 05:10:00,414,297,255,233,219,361,401,360,333,276
06/04/2026 05:15:00,450,329,290,279,248,407,454,405,391,322
06/04/2026 05:20:00,479,352,310,283,247,395,444,394,384,317
06/04/2026 05:25:00,494,379,321,284,286,453,518,452,426,350
06/04/2026 05:30:00,541,428,374,336,313,510,589,509,494,406
06/04/2026 05:35:00,561,458,402,332,321,518,602,518,493,406
06/04/2026 05:40:00,635,538,470,399,386,571,667,572,483,397
06/04/2026 05:45:00,693,583,516,435,450,604,692,602,521,431
06/04/2026 05:50:00,619,489,427,367,415,585,672,583,524,432
06/04/2026 05:55:00,647,526,457,421,456,585,671,584,509,419
06/04/2026 06:00:00,601,505,450,396,418,563,642,560,531,437
06/04/2026 06:05:00,530,423,390,372,400,548,627,547,560,461
06/04/2026 06:10:00,592,491,452,406,378,551,623,551,519,428
06/04/2026 06:15:00,598,489,441,386,394,599,690,599,497,412
06/04/2026 06:20:00,381,302,293,259,232,353,380,353,520,432
06/04/2026 06:25:00,364,289,279,285,346,495,560,494,422,348
06/04/2026 06:30:00,438,355,347,327,342,555,636,554,515,425
06/04/2026 06:35:00,479,400,386,362,358,551,625,549,506,417
06/04/2026 06:40:00,494,398,375,356,385,563,648,564,518,426
06/04/2026 06:45:00,472,402,397,375,397,585,676,584,523,431
06/04/2026 06:50:00,472,366,341,332,377,577,661,578,522,430
06/04/2026 06:55:00,494,395,360,330,350,577,659,578,509,419
06/04/2026 07:00:00,472,386,370,337,320,499,568,498,495,408
06/04/2026 07:05:00,468,381,362,318,335,532,608,530,540,445
06/04/2026 07:10:00,458,345,325,268,277,494,551,491,542,448
06/04/2026 07:15:00,411,307,290,308,356,522,596,521,508,419
06/04/2026 07:20:00,479,386,368,352,375,551,629,551,547,452
06/04/2026 07:25:00,458,358,327,325,379,551,630,551,521,430
06/04/2026 07:30:00,547,452,414,374,401,598,691,598,548,452
06/04/2026 07:35:00,534,429,404,380,423,486,547,485,512,422
06/04/2026 07:40:00,547,456,427,383,410,517,582,517,512,423
06/04/2026 07:45:00,466,379,367,357,379,551,629,550,545,450
06/04/2026 07:50:00,462,357,341,360,418,525,587,524,502,413
06/04/2026 07:55:00,506,424,392,360,410,555,632,553,483,398
06/04/2026 08:00:00,455,363,347,349,401,513,590,511,453,376
