timestamp,768984,718151,717983,774359,717992,776266,718147,776290,718320,776203
06/04/2026 00:00:00,63.4,66.5,67.5,64.4,67,64.4,67,64.4,66.9,68.1
06/04/2026 00:05:00,63.4,65.3,65.8,64.4,67.1,64.4,66.9,64.4,65.8,66.9
06/04/2026 00:10:00,60.9,63.6,63.7,64.1,67.1,64.4,66.8,64.3,61.8,62.7
06/04/2026 00:15:00,62.7,65.5,67,64.4,67.1,64.4,66.9,64.4,61.3,62.2
06/04/2026 00:20:00,62.4,66.9,68.9,64.4,67.1,64.3,67,64.3,63.2,64.2
06/04/2026 00:25:00,63,66.6,69.6,64.4,67.2,64.4,67.1,64.4,64.7,65.8
06/04/2026 00:30:00,62.7,66.6,68.2,64.3,67,64.3,67.1,64.3,66.2,67.3
06/04/2026 00:35:00,62,63.6,63.3,63.7,67.2,64.3,67,64.3,65.8,66.9
06/04/2026 00:40:00,61.9,63.7,64.6,64.4,67.3,64.4,67.3,64.4,65.1,66.3
06/04/2026 00:45:00,61.2,62.7,61.3,62.6,67.2,64.4,67.2,64.4,66.4,67.5
06/04/2026 00:50:00,62.5,62.3,60.2,61.7,67,64.3,67.2,64.3,66.1,67.3
06/04/2026 00:55:00,62.9,60.6,58,61,67.1,64.4,67.2,64.4,62.4,63.4
06/04/2026 01:00:00,62,58.5,54.4,58.7,67.1,64.4,67.2,64.4,61.6,62.5
06/04/2026 01:05:00,62.9,59.3,56.4,60,67.2,64.4,67.2,64.4,59.1,59.8
06/04/2026 01:10:00,62,61.3,59.1,61.7,67,64.3,67,64.4,59,59.8
06/04/2026 01:15:00,63.3,61.2,58,60.5,67,64.4,67,64.4,63,64
06/04/2026 01:20:00,62.7,61.8,59.6,61.1,67.2,64.4,67.1,64.3,59.4,60.2
06/04/2026 01:25:00,63.1,62.9,62.2,62.4,66.9,64.3,67.2,64.4,61.7,62.6
06/04/2026 01:30:00,62.9,60.7,60.5,62.2,67,64.4,67.4,64.4,62.2,63.1
06/04/2026 01:35:00,62.4,63.7,64,63.9,67.2,64.4,67.1,64.3,61.3,62.2
06/04/2026 01:40:00,63,62.6,62.6,63.2,67.2,64.4,67.2,64.4,63.8,64.9
06/04/2026 01:45:00,63.6,66.3,66.3,64,67.2,64.4,67.3,64.4,65.6,66.9
06/04/2026 01:50:00,63.2,63.1,62.8,62.6,67.1,64.4,67.4,64.4,65.6,66.6
06/04/2026 01:55:00,63,55.5,48.5,61.9,67.2,64.4,67.2,64.4,64.6,65.7
06/04/2026 02:00:00,63,60.8,55.7,63.5,67,64.4,67.5,64.4,66,67.2
06/04/2026 02:05:00,63.3,63.6,60.6,63.5,67.1,64.4,67.1,64.4,66.3,67.5
06/04/2026 02:10:00,62.8,64.3,63.3,64.2,67.1,64.3,67.2,64.3,64.7,65.7
06/04/2026 02:15:00,63.1,63,62.7,62.8,66.6,64.4,67.2,64.4,64.6,65.8
06/04/2026 02:20:00,63.3,65.5,65.4,64.2,67.1,64.4,67.5,64.4,64.4,65.5
06/04/2026 02:25:00,63.1,64.9,65.3,64.3,67.3,64.4,67.6,64.4,65.7,66.9
