station,t,mph
716857,0,64.453
716857,300,63.232
716857,600,61.726
716857,900,60.58
716857,1200,61.173
716857,1500,61.104
716857,1800,61.368
716857,2100,60.197
716857,2400,60.46
716857,2700,61.022
716857,3000,60.363
716857,3300,60.684
716857,3600,59.378
716857,3900,57.973
716857,4200,59.117
716857,4500,59.277
716857,4800,58.758
716857,5100,58.864
716857,5400,58.608
716857,5700,58.467
716857,6000,59.562
716857,6300,58.71
716857,6600,58.005
716857,6900,59.992
716857,7200,58.561
716857,7500,59.087
716857,7800,59.723
716857,8100,58.892
716857,8400,59.192
716857,8700,58.071
716857,9000,59.104
716857,9300,58.593
716857,9600,58.737
716857,9900,57.517
716857,10200,57.448
716857,10500,59.848
716857,10800,58.094
716857,11100,57.272
716857,11400,56.709
716857,11700,57.838
716857,12000,58.626
716857,12300,58.675
716857,12600,59.0
716857,12900,57.971
716857,13200,58.86
716857,13500,59.176
716857,13800,58.244
716857,14100,57.302
716857,14400,58.484
716857,14700,58.832
716857,15000,58.756
716857,15300,58.113
716857,15600,59.218
716857,15900,58.755
716857,16200,57.162
716857,16500,58.58
716857,16800,58.532
716857,17100,59.829
716857,17400,60.107
716857,17700,59.079
716857,18000,60.164
716857,18300,60.25
716857,18600,59.054
716857,18900,59.54
716857,19200,59.652
716857,19500,59.644
716857,19800,60.214
716857,20100,60.178
716857,20400,59.915
716857,20700,60.65
716857,21000,59.805
716857,21300,60.407
716857,21600,59.604
716857,21900,59.774
716857,22200,60.596
716857,22500,59.796
716857,22800,60.284
716857,23100,60.27
717980,0,58.145
717980,300,57.893
717980,600,54.791
717980,900,54.818
717980,1200,51.898
717980,1500,53.523
717980,1800,54.046
717980,2100,54.206
717980,2400,49.261
717980,2700,48.817
717980,3000,45.737
717980,3300,41.371
717980,3600,43.442
717980,3900,37.86
717980,4200,37.722
717980,4500,38.131
717980,4800,35.192
717980,5100,37.166
717980,5400,36.466
717980,5700,35.656
717980,6000,35.946
717980,6300,36.897
717980,6600,37.089
717980,6900,37.949
717980,7200,36.985
717980,7500,36.476
717980,7800,36.546
717980,8100,35.349
717980,8400,34.427
717980,8700,34.608
717980,9000,34.092
717980,9300,35.442
717980,9600,34.696
717980,9900,34.821
717980,10200,35.326
717980,10500,35.816
717980,10800,35.392
717980,11100,35.284
717980,11400,33.861
717980,11700,35.45
717980,12000,35.552
717980,12300,34.642
717980,12600,34.752
717980,12900,34.758
717980,13200,34.968
717980,13500,35.995
717980,13800,36.407
717980,14100,36.285
717980,14400,35.51
717980,14700,35.762
717980,15000,35.661
717980,15300,36.837
717980,15600,35.718
