station,t,mph
716857,0,64.69
716857,300,62.975
716857,600,62.044
716857,900,61.435
716857,1200,61.912
716857,1500,60.444
716857,1800,61.009
716857,2100,61.037
716857,2400,60.565
716857,2700,61.634
716857,3000,61.021
716857,3300,59.451
716857,3600,60.504
716857,3900,59.195
716857,4200,59.133
716857,4500,59.37
716857,4800,58.965
716857,5100,59.056
716857,5400,59.501
716857,5700,59.562
716857,6000,59.528
716857,6300,59.706
716857,6600,59.73
716857,6900,59.837
716857,7200,59.466
716857,7500,59.423
716857,7800,59.319
716857,8100,59.249
716857,8400,59.025
716857,8700,58.833
716857,9000,58.934
716857,9300,58.648
716857,9600,59.717
716857,9900,58.267
716857,10200,57.922
716857,10500,58.122
716857,10800,59.235
716857,11100,58.112
716857,11400,57.129
716857,11700,58.414
716857,12000,58.875
716857,12300,59.125
716857,12600,57.554
716857,12900,58.682
716857,13200,58.947
716857,13500,58.409
716857,13800,59.171
716857,14100,59.422
716857,14400,59.649
716857,14700,59.445
716857,15000,60.363
716857,15300,59.839
716857,15600,59.402
716857,15900,59.432
716857,16200,60.403
716857,16500,59.885
716857,16800,59.912
716857,17100,60.208
716857,17400,60.403
716857,17700,60.673
716857,18000,59.585
716857,18300,58.646
716857,18600,60.062
716857,18900,59.606
716857,19200,60.265
716857,19500,59.306
716857,19800,60.188
716857,20100,59.794
716857,20400,60.205
716857,20700,60.783
716857,21000,60.881
716857,21300,59.638
716857,21600,58.963
716857,21900,60.446
716857,22200,59.941
716857,22500,59.732
716857,22800,60.268
716857,23100,59.519
717980,0,58.43
717980,300,57.289
717980,600,55.535
717980,900,56.807
717980,1200,54.678
717980,1500,54.638
717980,1800,55.565
717980,2100,55.437
717980,2400,53.318
717980,2700,52.171
717980,3000,52.077
717980,3300,49.195
717980,3600,48.295
717980,3900,43.52
717980,4200,39.57
717980,4500,38.732
717980,4800,37.473
717980,5100,38.976
717980,5400,39.643
717980,5700,43.417
717980,6000,45.566
717980,6300,41.554
717980,6600,42.461
717980,6900,43.042
717980,7200,42.064
717980,7500,38.345
717980,7800,37.744
717980,8100,38.225
717980,8400,34.848
717980,8700,37.206
717980,9000,35.869
717980,9300,35.064
717980,9600,36.302
717980,9900,37.705
717980,10200,36.795
717980,10500,38.297
717980,10800,36.925
717980,11100,37.006
717980,11400,36.453
717980,11700,38.275
717980,12000,36.191
717980,12300,36.881
717980,12600,37.99
717980,12900,37.733
717980,13200,38.765
717980,13500,37.077
717980,13800,40.811
717980,14100,38.074
717980,14400,40.565
717980,14700,40.721
717980,15000,42.358
717980,15300,41.397
717980,15600,40.329
717980,15900,45.389
717980,16200,48.832
717980,16500,42.506
717980,16800,49.93
717980,17100,42.659
717980,17400,48.688
717980,17700,42.657
717980,18000,45.006
717980,18300,40.064
717980,18600,42.618
717980,18900,44.408
717980,19200,42.054
717980,19500,44.366
717980,19800,43.315
717980,20100,42.943
717980,20400,48.164
717980,20700,48.358
717980,21000,51.061
717980,21300,46.158
717980,21600,41.688
717980,21900,46.118
717980,22200,45.254
717980,22500,46.943
717980,22800,44.336
717980,23100,48.685
717983,0,59.741
717983,300,59.384
717983,600,58.553
717983,900,54.981
717983,1200,58.245
717983,1500,57.044
717983,1800,57.103
717983,2100,58.401
717983,2400,57.496
717983,2700,56.019
717983,3000,48.921
717983,3300,43.392
717983,3600,43.099
717983,3900,47.807
717983,4200,51.704
717983,4500,53.728
717983,4800,55.07
717983,5100,54.199
717983,5400,53.142
717983,5700,32.901
717983,6000,31.794
717983,6300,20.127
717983,6600,37.372
717983,6900,26.265
717983,7200,37.813
717983,7500,23.339
717983,7800,17.926
717983,8100,28.807
717983,8400,19.478
717983,8700,20.446
717983,9000,22.261
717983,9300,38.645
717983,9600,25.865
717983,9900,23.629
717983,10200,21.582
717983,10500,27.726
717983,10800,22.652
717983,11100,28.592
717983,11400,26.906
717983,11700,34.143
717983,12000,33.673
717983,12300,32.414
717983,12600,21.784
717983,12900,25.91
717983,13200,20.23
717983,13500,29.054
717983,13800,37.501
717983,14100,29.158
717983,14400,22.98
717983,14700,30.022
717983,15000,39.152
717983,15300,34.211
717983,15600,32.814
717983,15900,36.703
717983,16200,44.883
717983,16500,42.052
717983,16800,44.319
717983,17100,57.86
717983,17400,57.79
717983,17700,58.644
717983,18000,58.154
717983,18300,58.415
717983,18600,57.689
717983,18900,58.104
717983,19200,58.194
717983,19500,57.904
717983,19800,57.118
717983,20100,57.216
717983,20400,56.297
717983,20700,53.605
717983,21000,56.066
717983,21300,56.963
717983,21600,56.783
717983,21900,57.819
717983,22200,55.958
717983,22500,56.928
717983,22800,57.779
717983,23100,57.009
717986,0,60.509
717986,300,61.197
717986,600,55.66
717986,900,59.596
717986,1200,57.731
717986,1500,57.94
717986,1800,58.857
717986,2100,58.391
717986,2400,58.16
717986,2700,58.625
717986,3000,56.006
717986,3300,56.447
717986,3600,55.678
717986,3900,52.833
717986,4200,51.581
717986,4500,45.495
717986,4800,48.507
717986,5100,49.019
717986,5400,49.043
717986,5700,50.684
717986,6000,49.612
717986,6300,52.221
717986,6600,52.391
717986,6900,51.94
717986,7200,44.869
717986,7500,46.016
717986,7800,43.999
717986,8100,42.92
717986,8400,44.18
717986,8700,43.227
717986,9000,45.235
717986,9300,42.286
717986,9600,48.76
717986,9900,53.484
717986,10200,45.943
717986,10500,42.464
717986,10800,47.841
717986,11100,50.828
717986,11400,46.617
717986,11700,41.961
717986,12000,43.361
717986,12300,43.832
717986,12600,49.185
717986,12900,50.146
717986,13200,44.517
717986,13500,55.284
717986,13800,45.564
717986,14100,47.466
717986,14400,49.347
717986,14700,51.145
717986,15000,44.877
717986,15300,48.003
717986,15600,55.43
717986,15900,52.128
717986,16200,53.349
717986,16500,55.007
717986,16800,48.29
717986,17100,55.929
717986,17400,49.38
717986,17700,53.177
717986,18000,50.495
717986,18300,49.151
717986,18600,53.145
717986,18900,45.497
717986,19200,50.789
717986,19500,48.415
717986,19800,49.247
717986,20100,48.875
717986,20400,55.877
717986,20700,54.288
717986,21000,52.307
717986,21300,50.686
717986,21600,51.688
717986,21900,50.878
717986,22200,50.857
717986,22500,51.39
717986,22800,53.069
717986,23100,51.972
717989,0,64.366
717989,300,62.085
717989,600,55.832
717989,900,61.278
717989,1200,58.133
717989,1500,58.025
717989,1800,59.552
717989,2100,59.474
717989,2400,59.506
717989,2700,58.756
717989,3000,56.848
717989,3300,57.42
717989,3600,53.818
717989,3900,46.923
717989,4200,49.379
717989,4500,40.507
717989,4800,45.091
717989,5100,45.451
717989,5400,38.357
717989,5700,45.044
717989,6000,46.348
717989,6300,46.268
717989,6600,48.596
717989,6900,47.272
717989,7200,38.382
717989,7500,39.279
717989,7800,36.991
717989,8100,37.061
717989,8400,41.231
717989,8700,37.154
717989,9000,39.346
717989,9300,36.411
717989,9600,44.985
717989,9900,46.231
717989,10200,37.18
717989,10500,40.017
717989,10800,41.655
717989,11100,46.243
717989,11400,37.08
717989,11700,34.254
717989,12000,34.233
717989,12300,34.082
717989,12600,44.169
717989,12900,42.669
717989,13200,35.503
717989,13500,53.763
717989,13800,38.554
717989,14100,40.638
717989,14400,41.19
717989,14700,49.104
717989,15000,34.615
717989,15300,43.353
717989,15600,53.231
717989,15900,50.708
717989,16200,49.437
717989,16500,55.958
717989,16800,38.978
717989,17100,53.998
717989,17400,38.591
717989,17700,49.995
717989,18000,47.24
717989,18300,39.907
717989,18600,45.689
717989,18900,35.614
717989,19200,48.253
717989,19500,43.895
717989,19800,44.664
717989,20100,42.745
717989,20400,53.539
717989,20700,54.208
717989,21000,48.52
717989,21300,47.015
717989,21600,48.87
717989,21900,49.202
717989,22200,47.796
717989,22500,49.435
717989,22800,52.119
717989,23100,46.094
717992,0,55.718
717992,300,52.438
717992,600,51.772
717992,900,51.073
717992,1200,34.884
717992,1500,45.481
717992,1800,30.622
717992,2100,37.365
717992,2400,43.534
717992,2700,34.005
717992,3000,40.556
717992,3300,40.507
717992,3600,33.265
717992,3900,31.047
717992,4200,31.753
717992,4500,34.485
717992,4800,30.148
717992,5100,30.662
717992,5400,31.007
717992,5700,32.347
717992,6000,29.147
717992,6300,33.401
717992,6600,31.529
717992,6900,26.077
717992,7200,32.213
717992,7500,27.665
717992,7800,30.025
717992,8100,30.494
717992,8400,28.517
717992,8700,31.117
717992,9000,29.185
717992,9300,32.481
717992,9600,28.405
717992,9900,27.58
717992,10200,30.354
717992,10500,32.23
717992,10800,27.883
717992,11100,29.365
717992,11400,30.335
717992,11700,31.544
717992,12000,35.021
717992,12300,32.597
717992,12600,31.966
717992,12900,28.416
717992,13200,31.512
717992,13500,29.544
717992,13800,29.395
717992,14100,27.977
717992,14400,30.342
717992,14700,30.416
717992,15000,29.652
717992,15300,35.9
717992,15600,31.81
717992,15900,31.768
717992,16200,32.116
717992,16500,29.296
717992,16800,34.94
717992,17100,31.399
717992,17400,27.645
717992,17700,34.944
717992,18000,29.97
717992,18300,26.979
717992,18600,31.451
717992,18900,32.533
717992,19200,32.481
717992,19500,32.569
717992,19800,32.089
717992,20100,32.676
717992,20400,30.985
717992,20700,37.935
717992,21000,37.494
717992,21300,41.352
717992,21600,34.734
717992,21900,34.779
717992,22200,26.308
717992,22500,30.257
717992,22800,33.271
717992,23100,31.825
717995,0,56.396
717995,300,54.527
717995,600,52.827
717995,900,55.353
717995,1200,42.195
717995,1500,49.089
717995,1800,43.995
717995,2100,47.034
717995,2400,51.864
717995,2700,43.405
717995,3000,42.82
717995,3300,42.032
717995,3600,38.818
717995,3900,39.644
717995,4200,43.998
717995,4500,40.386
717995,4800,32.15
717995,5100,38.081
717995,5400,38.673
717995,5700,34.432
717995,6000,41.642
717995,6300,43.444
717995,6600,37.03
717995,6900,32.07
717995,7200,35.855
717995,7500,41.421
717995,7800,38.417
717995,8100,30.558
717995,8400,35.859
717995,8700,38.638
717995,9000,34.309
717995,9300,33.506
717995,9600,38.804
717995,9900,39.693
717995,10200,39.864
717995,10500,35.503
717995,10800,29.813
717995,11100,29.721
717995,11400,38.497
717995,11700,33.779
717995,12000,37.917
717995,12300,38.51
717995,12600,35.055
717995,12900,32.412
717995,13200,43.51
717995,13500,38.954
717995,13800,43.956
717995,14100,39.645
717995,14400,41.175
717995,14700,38.989
717995,15000,38.005
717995,15300,41.029
717995,15600,40.938
717995,15900,40.81
717995,16200,40.848
717995,16500,41.826
717995,16800,39.453
717995,17100,41.551
717995,17400,40.552
717995,17700,43.079
717995,18000,39.189
717995,18300,39.105
717995,18600,40.321
717995,18900,40.914
717995,19200,40.179
717995,19500,40.274
717995,19800,40.328
717995,20100,39.842
717995,20400,42.118
717995,20700,44.278
717995,21000,48.517
717995,21300,48.495
717995,21600,45.478
717995,21900,45.122
717995,22200,41.433
717995,22500,40.811
717995,22800,41.494
717995,23100,42.679
718002,0,65.034
718002,300,62.039
718002,600,61.551
718002,900,62.641
718002,1200,60.112
718002,1500,61.057
718002,1800,61.063
718002,2100,61.181
718002,2400,61.686
718002,2700,60.994
718002,3000,61.277
718002,3300,61.842
718002,3600,59.424
718002,3900,59.782
718002,4200,59.657
718002,4500,59.069
718002,4800,57.904
718002,5100,60.312
718002,5400,59.454
718002,5700,60.589
718002,6000,60.368
718002,6300,60.066
718002,6600,60.734
718002,6900,60.043
718002,7200,59.357
718002,7500,56.855
718002,7800,54.633
718002,8100,57.541
718002,8400,56.674
718002,8700,55.478
718002,9000,52.982
718002,9300,55.087
718002,9600,55.583
718002,9900,54.173
718002,10200,55.714
718002,10500,54.197
718002,10800,52.357
718002,11100,53.382
718002,11400,53.254
718002,11700,54.531
718002,12000,53.461
718002,12300,54.138
718002,12600,52.963
718002,12900,52.558
718002,13200,52.286
