station,t,veh_5min
716857,0,68
716857,300,205
716857,600,278
716857,900,286
716857,1200,263
716857,1500,350
716857,1800,308
716857,2100,304
716857,2400,324
716857,2700,355
716857,3000,347
716857,3300,407
716857,3600,403
716857,3900,412
716857,4200,457
716857,4500,445
716857,4800,485
716857,5100,485
716857,5400,463
716857,5700,438
716857,6000,433
716857,6300,442
716857,6600,437
716857,6900,432
716857,7200,436
716857,7500,464
716857,7800,463
716857,8100,491
716857,8400,488
716857,8700,485
716857,9000,504
716857,9300,500
716857,9600,472
716857,9900,507
716857,10200,512
716857,10500,495
716857,10800,497
716857,11100,496
716857,11400,502
716857,11700,482
716857,12000,495
716857,12300,486
716857,12600,493
716857,12900,497
716857,13200,471
716857,13500,483
716857,13800,456
716857,14100,474
716857,14400,450
716857,14700,444
716857,15000,448
716857,15300,430
716857,15600,453
716857,15900,422
716857,16200,408
716857,16500,414
716857,16800,393
716857,17100,440
716857,17400,414
716857,17700,420
716857,18000,411
716857,18300,464
716857,18600,423
716857,18900,420
716857,19200,423
716857,19500,449
716857,19800,431
716857,20100,439
716857,20400,407
716857,20700,389
716857,21000,375
716857,21300,408
716857,21600,425
716857,21900,399
716857,22200,431
716857,22500,411
716857,22800,419
716857,23100,408
717980,0,77
717980,300,206
717980,600,282
717980,900,274
717980,1200,275
717980,1500,329
717980,1800,302
717980,2100,295
717980,2400,333
717980,2700,349
717980,3000,349
717980,3300,402
717980,3600,397
717980,3900,405
717980,4200,463
717980,4500,450
717980,4800,474
717980,5100,473
717980,5400,449
717980,5700,430
717980,6000,421
717980,6300,435
717980,6600,429
717980,6900,433
717980,7200,431
717980,7500,467
717980,7800,455
717980,8100,500
717980,8400,459
717980,8700,472
717980,9000,510
717980,9300,466
717980,9600,491
717980,9900,494
717980,10200,501
717980,10500,490
717980,10800,477
717980,11100,498
717980,11400,501
717980,11700,472
717980,12000,484
717980,12300,498
717980,12600,460
717980,12900,477
717980,13200,475
717980,13500,472
717980,13800,454
717980,14100,464
717980,14400,440
717980,14700,441
717980,15000,426
717980,15300,439
717980,15600,438
717980,15900,415
717980,16200,396
717980,16500,416
717980,16800,391
717980,17100,429
717980,17400,404
717980,17700,420
717980,18000,423
717980,18300,452
717980,18600,400
717980,18900,405
717980,19200,441
717980,19500,435
717980,19800,429
717980,20100,431
717980,20400,392
717980,20700,395
717980,21000,361
717980,21300,403
717980,21600,423
717980,21900,392
717980,22200,425
717980,22500,407
717980,22800,419
717980,23100,393
717983,0,296
717983,300,337
717983,600,362
717983,900,427
717983,1200,412
717983,1500,409
717983,1800,393
717983,2100,358
717983,2400,395
717983,2700,422
717983,3000,463
717983,3300,482
717983,3600,500
717983,3900,454
717983,4200,462
717983,4500,445
717983,4800,438
717983,5100,439
717983,5400,433
717983,5700,327
717983,6000,424
717983,6300,310
717983,6600,398
717983,6900,315
717983,7200,418
717983,7500,400
717983,7800,272
717983,8100,381
717983,8400,323
717983,8700,354
717983,9000,339
717983,9300,331
717983,9600,379
717983,9900,376
717983,10200,286
717983,10500,355
717983,10800,329
717983,11100,398
717983,11400,270
717983,11700,422
717983,12000,323
717983,12300,375
717983,12600,318
717983,12900,435
717983,13200,306
717983,13500,389
717983,13800,427
717983,14100,392
717983,14400,350
717983,14700,408
717983,15000,404
717983,15300,410
717983,15600,405
717983,15900,389
717983,16200,462
717983,16500,403
717983,16800,394
717983,17100,415
717983,17400,406
717983,17700,380
717983,18000,398
717983,18300,380
717983,18600,407
717983,18900,393
717983,19200,389
717983,19500,404
717983,19800,401
717983,20100,397
717983,20400,423
717983,20700,417
717983,21000,421
717983,21300,390
717983,21600,419
717983,21900,404
717983,22200,429
717983,22500,415
717983,22800,391
717983,23100,412
717986,0,74
717986,300,208
717986,600,245
717986,900,240
717986,1200,267
717986,1500,308
717986,1800,264
717986,2100,252
717986,2400,275
717986,2700,291
717986,3000,307
717986,3300,347
717986,3600,342
717986,3900,358
717986,4200,379
717986,4500,385
717986,4800,400
717986,5100,382
717986,5400,376
717986,5700,369
717986,6000,365
717986,6300,360
717986,6600,369
717986,6900,367
717986,7200,409
717986,7500,398
717986,7800,408
717986,8100,430
717986,8400,439
717986,8700,410
717986,9000,421
717986,9300,428
717986,9600,416
717986,9900,384
717986,10200,394
717986,10500,434
