station,t,veh_5min
716857,0,63
716857,300,243
716857,600,334
716857,900,298
716857,1200,344
716857,1500,335
716857,1800,334
716857,2100,306
716857,2400,326
716857,2700,367
716857,3000,394
716857,3300,375
716857,3600,393
716857,3900,440
716857,4200,470
716857,4500,457
716857,4800,502
716857,5100,498
716857,5400,474
716857,5700,477
716857,6000,461
716857,6300,486
716857,6600,472
716857,6900,464
716857,7200,473
716857,7500,485
716857,7800,468
716857,8100,490
716857,8400,458
716857,8700,488
716857,9000,485
716857,9300,474
716857,9600,478
716857,9900,465
716857,10200,491
716857,10500,496
716857,10800,504
716857,11100,484
716857,11400,501
716857,11700,492
716857,12000,484
716857,12300,478
716857,12600,498
716857,12900,504
716857,13200,504
716857,13500,504
716857,13800,488
716857,14100,511
716857,14400,482
716857,14700,456
716857,15000,507
716857,15300,453
716857,15600,484
716857,15900,446
716857,16200,387
716857,16500,427
716857,16800,429
716857,17100,420
716857,17400,417
716857,17700,427
716857,18000,421
716857,18300,405
716857,18600,455
716857,18900,437
716857,19200,445
716857,19500,417
716857,19800,400
716857,20100,430
716857,20400,445
716857,20700,394
716857,21000,424
716857,21300,440
716857,21600,453
716857,21900,448
716857,22200,425
716857,22500,411
716857,22800,416
716857,23100,430
717980,0,70
717980,300,269
717980,600,321
717980,900,309
717980,1200,334
717980,1500,332
717980,1800,326
717980,2100,311
717980,2400,325
717980,2700,359
717980,3000,388
717980,3300,373
717980,3600,402
717980,3900,442
717980,4200,474
717980,4500,455
717980,4800,495
717980,5100,499
717980,5400,484
717980,5700,455
717980,6000,487
717980,6300,463
717980,6600,466
717980,6900,464
717980,7200,486
717980,7500,461
717980,7800,477
717980,8100,481
717980,8400,469
717980,8700,477
717980,9000,477
717980,9300,483
717980,9600,459
717980,9900,485
717980,10200,488
717980,10500,487
717980,10800,494
717980,11100,481
717980,11400,495
717980,11700,494
717980,12000,487
717980,12300,469
717980,12600,497
717980,12900,499
717980,13200,519
717980,13500,495
717980,13800,481
717980,14100,490
717980,14400,483
717980,14700,470
717980,15000,497
717980,15300,438
717980,15600,481
717980,15900,429
717980,16200,395
717980,16500,417
717980,16800,429
717980,17100,416
717980,17400,410
717980,17700,434
717980,18000,409
717980,18300,412
717980,18600,447
717980,18900,432
717980,19200,440
717980,19500,416
717980,19800,399
717980,20100,430
717980,20400,437
717980,20700,399
717980,21000,423
717980,21300,438
717980,21600,445
717980,21900,447
717980,22200,419
717980,22500,411
717980,22800,416
717980,23100,428
717983,0,323
717983,300,372
717983,600,393
717983,900,425
717983,1200,435
717983,1500,439
717983,1800,393
717983,2100,416
717983,2400,459
717983,2700,481
717983,3000,504
717983,3300,498
717983,3600,476
717983,3900,439
717983,4200,457
717983,4500,434
717983,4800,412
717983,5100,435
717983,5400,426
717983,5700,363
717983,6000,352
717983,6300,438
717983,6600,350
717983,6900,419
717983,7200,439
717983,7500,357
717983,7800,414
717983,8100,365
717983,8400,280
717983,8700,364
717983,9000,362
717983,9300,400
717983,9600,417
717983,9900,249
717983,10200,428
717983,10500,340
717983,10800,352
717983,11100,346
717983,11400,368
717983,11700,422
717983,12000,400
717983,12300,342
717983,12600,393
717983,12900,393
717983,13200,398
717983,13500,348
717983,13800,398
717983,14100,364
717983,14400,435
717983,14700,379
717983,15000,421
717983,15300,430
717983,15600,411
717983,15900,423
717983,16200,409
717983,16500,389
717983,16800,414
717983,17100,435
717983,17400,420
717983,17700,397
717983,18000,404
717983,18300,397
717983,18600,419
717983,18900,381
717983,19200,400
717983,19500,393
717983,19800,412
717983,20100,398
717983,20400,403
717983,20700,405
717983,21000,405
717983,21300,414
717983,21600,403
717983,21900,429
717983,22200,407
717983,22500,390
717983,22800,391
717983,23100,414
717986,0,64
717986,300,246
717986,600,261
717986,900,284
717986,1200,287
717986,1500,314
717986,1800,278
717986,2100,272
717986,2400,308
717986,2700,312
717986,3000,312
717986,3300,309
717986,3600,361
717986,3900,386
717986,4200,392
717986,4500,397
717986,4800,420
717986,5100,412
717986,5400,396
717986,5700,390
717986,6000,421
717986,6300,425
717986,6600,399
717986,6900,397
717986,7200,407
717986,7500,398
717986,7800,419
717986,8100,411
717986,8400,419
717986,8700,388
717986,9000,401
717986,9300,429
717986,9600,393
717986,9900,435
717986,10200,437
717986,10500,371
717986,10800,439
717986,11100,434
717986,11400,381
717986,11700,407
717986,12000,382
717986,12300,402
717986,12600,405
717986,12900,395
717986,13200,402
717986,13500,405
717986,13800,387
717986,14100,406
717986,14400,393
717986,14700,378
717986,15000,400
717986,15300,404
717986,15600,351
717986,15900,336
717986,16200,381
717986,16500,374
717986,16800,368
717986,17100,392
717986,17400,360
717986,17700,362
717986,18000,372
717986,18300,359
717986,18600,378
717986,18900,389
717986,19200,374
717986,19500,353
717986,19800,372
717986,20100,376
717986,20400,373
717986,20700,362
717986,21000,362
717986,21300,386
717986,21600,364
717986,21900,373
717986,22200,360
717986,22500,359
717986,22800,352
717986,23100,355
717989,0,56
717989,300,235
717989,600,259
717989,900,262
717989,1200,283
717989,1500,311
717989,1800,265
717989,2100,261
717989,2400,298
717989,2700,293
717989,3000,301
717989,3300,294
717989,3600,354
717989,3900,383
717989,4200,380
717989,4500,389
717989,4800,403
717989,5100,393
717989,5400,398
717989,5700,365
717989,6000,410
717989,6300,404
717989,6600,381
717989,6900,374
717989,7200,394
717989,7500,381
717989,7800,402
717989,8100,385
717989,8400,389
717989,8700,366
717989,9000,372
717989,9300,407
717989,9600,360
717989,9900,394
717989,10200,404
717989,10500,347
717989,10800,407
717989,11100,405
717989,11400,373
717989,11700,394
717989,12000,386
717989,12300,397
717989,12600,382
717989,12900,379
717989,13200,394
717989,13500,400
717989,13800,368
717989,14100,390
717989,14400,365
717989,14700,368
717989,15000,383
717989,15300,379
717989,15600,350
717989,15900,335
717989,16200,372
717989,16500,366
717989,16800,349
717989,17100,369
717989,17400,344
717989,17700,367
717989,18000,370
717989,18300,360
717989,18600,365
717989,18900,374
717989,19200,372
717989,19500,343
717989,19800,360
717989,20100,371
717989,20400,360
717989,20700,343
717989,21000,342
717989,21300,363
717989,21600,355
717989,21900,364
717989,22200,357
717989,22500,349
717989,22800,349
717989,23100,349
717992,0,200
717992,300,328
717992,600,360
717992,900,403
717992,1200,394
717992,1500,405
717992,1800,410
717992,2100,384
717992,2400,420
717992,2700,426
717992,3000,459
717992,3300,451
717992,3600,400
717992,3900,417
717992,4200,398
717992,4500,440
717992,4800,377
717992,5100,400
717992,5400,415
717992,5700,375
717992,6000,387
717992,6300,387
717992,6600,383
717992,6900,440
717992,7200,389
717992,7500,334
717992,7800,385
717992,8100,374
717992,8400,345
717992,8700,420
717992,9000,417
717992,9300,370
717992,9600,380
717992,9900,383
717992,10200,395
717992,10500,309
717992,10800,402
717992,11100,381
717992,11400,417
717992,11700,435
717992,12000,388
717992,12300,392
717992,12600,412
717992,12900,373
717992,13200,393
717992,13500,381
717992,13800,464
717992,14100,379
717992,14400,392
717992,14700,432
717992,15000,413
717992,15300,428
717992,15600,435
717992,15900,408
717992,16200,443
717992,16500,433
717992,16800,388
717992,17100,403
717992,17400,423
717992,17700,436
717992,18000,427
717992,18300,418
717992,18600,434
717992,18900,423
717992,19200,465
717992,19500,446
717992,19800,408
717992,20100,393
717992,20400,404
717992,20700,432
717992,21000,478
717992,21300,401
717992,21600,419
717992,21900,399
717992,22200,387
717992,22500,389
717992,22800,378
717992,23100,375
717995,0,211
717995,300,340
717995,600,360
717995,900,394
717995,1200,394
717995,1500,409
717995,1800,421
717995,2100,412
717995,2400,419
717995,2700,451
717995,3000,475
717995,3300,452
717995,3600,429
717995,3900,431
717995,4200,442
717995,4500,461
717995,4800,418
717995,5100,438
717995,5400,410
717995,5700,432
717995,6000,402
717995,6300,412
717995,6600,400
717995,6900,456
717995,7200,414
717995,7500,380
717995,7800,440
717995,8100,454
717995,8400,401
717995,8700,453
717995,9000,437
717995,9300,400
717995,9600,411
717995,9900,457
717995,10200,428
717995,10500,374
