station,t,mph
716857,0,63.551
716857,300,63.341
716857,600,61.913
716857,900,62.261
716857,1200,61.137
716857,1500,61.653
716857,1800,60.751
716857,2100,61.425
716857,2400,61.128
716857,2700,61.234
716857,3000,60.755
716857,3300,60.27
716857,3600,61.112
716857,3900,60.654
716857,4200,59.688
716857,4500,58.859
716857,4800,59.32
716857,5100,58.489
716857,5400,59.653
716857,5700,60.046
716857,6000,60.381
716857,6300,60.159
716857,6600,60.137
716857,6900,60.766
716857,7200,58.926
716857,7500,59.16
716857,7800,59.242
716857,8100,60.756
716857,8400,58.298
716857,8700,59.791
716857,9000,58.632
716857,9300,59.514
716857,9600,59.615
716857,9900,59.24
716857,10200,59.054
716857,10500,60.078
716857,10800,59.427
716857,11100,59.165
716857,11400,58.831
716857,11700,59.904
716857,12000,58.841
716857,12300,59.222
716857,12600,59.99
716857,12900,58.599
716857,13200,59.704
716857,13500,59.447
716857,13800,59.277
716857,14100,60.033
716857,14400,59.467
716857,14700,59.45
716857,15000,59.703
716857,15300,58.97
716857,15600,60.478
716857,15900,60.75
716857,16200,60.718
716857,16500,60.555
716857,16800,60.866
716857,17100,60.546
716857,17400,61.023
716857,17700,59.433
716857,18000,60.064
716857,18300,60.101
716857,18600,59.114
716857,18900,60.487
716857,19200,60.18
716857,19500,60.925
716857,19800,60.125
716857,20100,59.599
716857,20400,61.524
716857,20700,61.518
716857,21000,60.819
716857,21300,60.701
716857,21600,59.864
716857,21900,60.56
716857,22200,59.762
716857,22500,61.734
716857,22800,60.076
716857,23100,60.886
717980,0,58.097
717980,300,59.274
717980,600,55.185
717980,900,56.501
717980,1200,56.004
717980,1500,56.897
717980,1800,56.238
717980,2100,55.456
717980,2400,54.21
717980,2700,53.114
717980,3000,50.489
717980,3300,51.898
717980,3600,47.155
717980,3900,42.575
717980,4200,40.19
717980,4500,38.477
717980,4800,38.596
717980,5100,39.5
717980,5400,44.234
717980,5700,46.483
717980,6000,46.576
717980,6300,43.796
717980,6600,49.156
717980,6900,50.654
717980,7200,41.743
717980,7500,38.853
717980,7800,38.784
717980,8100,38.786
717980,8400,38.107
717980,8700,39.446
717980,9000,37.794
717980,9300,39.666
717980,9600,39.455
717980,9900,39.908
717980,10200,37.518
717980,10500,39.661
717980,10800,38.154
717980,11100,38.466
717980,11400,37.538
717980,11700,39.81
717980,12000,37.195
717980,12300,37.367
717980,12600,38.237
717980,12900,38.909
717980,13200,41.072
717980,13500,38.31
717980,13800,42.033
717980,14100,42.014
717980,14400,39.434
717980,14700,42.509
717980,15000,42.025
717980,15300,41.309
717980,15600,43.065
717980,15900,48.154
717980,16200,47.222
717980,16500,48.101
717980,16800,46.851
717980,17100,46.425
717980,17400,47.256
717980,17700,44.142
717980,18000,43.208
717980,18300,38.954
717980,18600,42.987
717980,18900,44.17
717980,19200,46.872
717980,19500,45.027
717980,19800,43.885
717980,20100,45.572
717980,20400,50.258
717980,20700,48.002
717980,21000,44.253
717980,21300,50.283
717980,21600,44.864
717980,21900,48.956
717980,22200,46.768
717980,22500,50.691
717980,22800,46.293
717980,23100,51.34
717983,0,58.829
717983,300,60.452
717983,600,58.757
717983,900,56.794
717983,1200,57.361
717983,1500,55.447
717983,1800,55.725
717983,2100,59.223
717983,2400,58.462
717983,2700,53.98
717983,3000,47.008
717983,3300,43.747
717983,3600,46.315
717983,3900,51.807
717983,4200,53.064
717983,4500,55.803
717983,4800,53.727
717983,5100,55.095
717983,5400,55.301
717983,5700,55.58
717983,6000,55.784
717983,6300,57.055
717983,6600,56.396
717983,6900,56.394
717983,7200,56.585
717983,7500,47.55
717983,7800,54.121
717983,8100,28.306
717983,8400,32.6
717983,8700,35.768
717983,9000,36.543
717983,9300,32.277
717983,9600,30.169
717983,9900,32.808
717983,10200,37.087
717983,10500,27.958
717983,10800,28.613
717983,11100,34.688
717983,11400,25.471
717983,11700,37.93
717983,12000,30.434
717983,12300,35.968
717983,12600,30.484
717983,12900,46.03
717983,13200,33.167
717983,13500,34.451
717983,13800,41.44
717983,14100,43.784
717983,14400,50.209
717983,14700,40.981
717983,15000,50.994
717983,15300,58.025
717983,15600,58.038
717983,15900,58.365
717983,16200,57.981
717983,16500,58.524
717983,16800,59.11
717983,17100,58.698
717983,17400,57.149
717983,17700,58.776
717983,18000,57.179
717983,18300,58.873
717983,18600,56.642
