station,t,mph
716857,0,66.442
716857,300,63.249
716857,600,62.943
716857,900,61.818
716857,1200,60.597
716857,1500,60.85
716857,1800,61.722
716857,2100,60.942
716857,2400,60.661
716857,2700,60.158
716857,3000,59.716
716857,3300,60.278
716857,3600,60.304
716857,3900,59.986
716857,4200,57.902
716857,4500,58.004
716857,4800,58.577
716857,5100,58.61
716857,5400,59.163
716857,5700,58.712
716857,6000,58.801
716857,6300,58.418
716857,6600,59.016
716857,6900,58.737
716857,7200,58.71
716857,7500,58.392
716857,7800,58.933
716857,8100,59.261
716857,8400,57.372
716857,8700,58.693
716857,9000,59.556
716857,9300,58.14
716857,9600,59.046
716857,9900,59.71
716857,10200,59.583
716857,10500,58.386
716857,10800,58.3
716857,11100,59.8
716857,11400,58.609
716857,11700,59.303
716857,12000,58.06
716857,12300,57.978
716857,12600,59.264
716857,12900,58.568
716857,13200,59.132
716857,13500,59.372
716857,13800,59.08
716857,14100,59.0
716857,14400,58.953
716857,14700,59.799
716857,15000,59.417
716857,15300,59.496
716857,15600,59.826
716857,15900,59.47
716857,16200,59.561
716857,16500,60.039
716857,16800,59.356
716857,17100,57.994
716857,17400,59.014
716857,17700,58.778
716857,18000,59.504
716857,18300,59.956
716857,18600,59.209
716857,18900,58.367
716857,19200,57.886
716857,19500,58.039
716857,19800,58.439
716857,20100,57.941
716857,20400,59.169
716857,20700,59.364
716857,21000,57.788
716857,21300,57.083
716857,21600,57.664
716857,21900,58.978
716857,22200,58.366
716857,22500,57.787
716857,22800,57.251
716857,23100,59.116
717980,0,63.749
717980,300,58.177
717980,600,58.687
717980,900,54.883
717980,1200,55.488
717980,1500,55.386
717980,1800,56.115
717980,2100,54.736
717980,2400,52.297
717980,2700,51.693
717980,3000,50.2
717980,3300,44.295
717980,3600,43.373
717980,3900,41.296
717980,4200,38.226
717980,4500,36.729
717980,4800,38.266
717980,5100,37.483
717980,5400,37.65
717980,5700,37.416
717980,6000,37.11
717980,6300,38.295
717980,6600,37.976
717980,6900,39.926
717980,7200,37.615
717980,7500,38.497
717980,7800,38.298
717980,8100,39.453
717980,8400,37.401
717980,8700,38.357
717980,9000,38.859
717980,9300,37.886
717980,9600,40.785
717980,9900,40.051
717980,10200,37.707
717980,10500,38.541
717980,10800,36.953
717980,11100,38.968
717980,11400,40.091
717980,11700,37.509
717980,12000,37.717
717980,12300,37.75
717980,12600,39.867
717980,12900,38.282
717980,13200,38.634
717980,13500,37.368
717980,13800,37.241
717980,14100,38.974
717980,14400,39.051
717980,14700,37.696
717980,15000,39.657
717980,15300,39.209
717980,15600,39.617
717980,15900,42.849
717980,16200,42.062
717980,16500,39.69
717980,16800,39.441
717980,17100,40.563
717980,17400,39.833
717980,17700,41.01
717980,18000,39.046
717980,18300,39.417
717980,18600,39.354
717980,18900,37.183
717980,19200,37.875
717980,19500,38.867
717980,19800,36.28
717980,20100,36.424
717980,20400,36.175
717980,20700,35.87
717980,21000,35.84
717980,21300,35.628
717980,21600,34.058
717980,21900,36.256
717980,22200,38.249
717980,22500,35.543
717980,22800,37.039
717980,23100,35.577
717983,0,59.42
717983,300,60.021
717983,600,59.289
717983,900,57.924
717983,1200,53.61
717983,1500,57.495
717983,1800,58.642
717983,2100,56.74
717983,2400,51.923
717983,2700,51.524
717983,3000,49.853
717983,3300,42.564
717983,3600,42.899
717983,3900,44.367
717983,4200,53.014
717983,4500,55.328
717983,4800,51.967
717983,5100,44.46
717983,5400,32.302
717983,5700,29.264
717983,6000,28.633
717983,6300,29.076
717983,6600,31.299
717983,6900,22.829
717983,7200,32.908
717983,7500,23.146
717983,7800,28.306
717983,8100,20.098
717983,8400,29.305
717983,8700,35.165
717983,9000,26.776
717983,9300,37.314
717983,9600,31.022
717983,9900,26.418
717983,10200,28.021
717983,10500,40.375
717983,10800,25.851
717983,11100,42.39
717983,11400,32.472
717983,11700,25.357
717983,12000,27.269
717983,12300,22.36
717983,12600,22.683
717983,12900,24.233
717983,13200,18.232
717983,13500,28.913
717983,13800,29.497
717983,14100,23.375
717983,14400,28.735
717983,14700,30.667
717983,15000,29.745
717983,15300,38.965
717983,15600,33.48
717983,15900,31.53
717983,16200,30.27
717983,16500,36.524
717983,16800,41.211
717983,17100,44.257
717983,17400,36.017
717983,17700,33.336
717983,18000,37.065
717983,18300,43.461
717983,18600,41.509
717983,18900,31.915
717983,19200,28.206
717983,19500,36.017
717983,19800,42.172
717983,20100,33.643
717983,20400,52.182
717983,20700,57.141
717983,21000,55.232
717983,21300,56.679
717983,21600,58.674
717983,21900,58.37
717983,22200,53.678
717983,22500,57.381
717983,22800,56.237
717983,23100,56.927
717986,0,62.089
717986,300,61.768
717986,600,56.627
717986,900,57.975
717986,1200,57.709
717986,1500,58.959
717986,1800,56.155
717986,2100,56.595
717986,2400,56.549
717986,2700,57.551
717986,3000,53.42
717986,3300,52.986
717986,3600,53.333
717986,3900,47.769
717986,4200,44.481
717986,4500,42.015
717986,4800,41.189
717986,5100,46.666
717986,5400,44.732
717986,5700,43.922
717986,6000,44.919
717986,6300,41.484
717986,6600,42.959
717986,6900,54.57
717986,7200,47.999
717986,7500,44.166
717986,7800,44.695
717986,8100,45.723
717986,8400,42.914
717986,8700,48.494
717986,9000,44.817
717986,9300,47.487
717986,9600,46.499
717986,9900,43.592
717986,10200,45.008
717986,10500,44.577
717986,10800,44.083
717986,11100,50.354
717986,11400,45.314
717986,11700,51.676
717986,12000,46.62
717986,12300,48.292
717986,12600,48.679
717986,12900,45.687
717986,13200,48.022
717986,13500,55.105
717986,13800,47.478
717986,14100,44.31
717986,14400,46.517
717986,14700,51.152
717986,15000,53.237
717986,15300,48.588
717986,15600,47.476
717986,15900,49.734
717986,16200,54.058
717986,16500,52.246
717986,16800,50.839
717986,17100,45.602
717986,17400,49.751
717986,17700,46.504
717986,18000,51.248
717986,18300,50.801
717986,18600,49.337
717986,18900,41.861
717986,19200,41.612
717986,19500,41.092
717986,19800,41.929
717986,20100,41.885
717986,20400,41.41
717986,20700,41.674
717986,21000,41.237
717986,21300,41.316
717986,21600,39.966
717986,21900,36.652
717986,22200,40.612
717986,22500,35.32
717986,22800,40.653
717986,23100,39.095
717989,0,65.556
717989,300,62.209
717989,600,58.541
717989,900,57.861
717989,1200,57.115
717989,1500,60.183
717989,1800,55.062
717989,2100,55.573
717989,2400,55.953
717989,2700,55.859
717989,3000,50.022
717989,3300,47.853
717989,3600,48.761
717989,3900,41.513
717989,4200,41.692
717989,4500,37.766
717989,4800,36.099
717989,5100,41.752
717989,5400,36.309
717989,5700,39.189
717989,6000,38.545
717989,6300,36.548
717989,6600,39.639
717989,6900,46.899
717989,7200,40.353
717989,7500,37.146
717989,7800,35.918
717989,8100,39.394
717989,8400,36.983
717989,8700,40.525
717989,9000,39.531
717989,9300,40.292
717989,9600,36.386
717989,9900,36.771
717989,10200,40.043
717989,10500,33.982
717989,10800,31.676
717989,11100,44.27
717989,11400,31.994
717989,11700,43.699
717989,12000,42.865
717989,12300,39.039
717989,12600,38.994
717989,12900,35.304
717989,13200,41.02
717989,13500,51.794
717989,13800,42.818
717989,14100,34.723
717989,14400,37.36
717989,14700,46.416
717989,15000,48.73
717989,15300,41.955
717989,15600,39.238
717989,15900,46.289
717989,16200,48.712
717989,16500,46.618
717989,16800,43.558
717989,17100,41.737
717989,17400,44.418
717989,17700,35.794
717989,18000,45.99
717989,18300,45.328
717989,18600,45.627
717989,18900,36.034
717989,19200,32.575
717989,19500,36.291
717989,19800,38.656
717989,20100,40.846
717989,20400,32.218
717989,20700,35.599
717989,21000,34.441
717989,21300,35.327
717989,21600,37.507
717989,21900,33.256
717989,22200,36.138
717989,22500,36.002
717989,22800,34.267
717989,23100,32.359
717992,0,59.151
717992,300,50.656
717992,600,56.789
717992,900,49.723
717992,1200,38.11
717992,1500,46.976
717992,1800,40.663
