station,t,veh_5min
716857,0,53
716857,300,182
716857,600,225
716857,900,241
716857,1200,248
716857,1500,255
716857,1800,233
716857,2100,233
716857,2400,255
716857,2700,271
716857,3000,283
716857,3300,277
716857,3600,295
716857,3900,356
716857,4200,359
716857,4500,360
716857,4800,377
716857,5100,367
716857,5400,336
716857,5700,364
716857,6000,359
716857,6300,397
716857,6600,392
716857,6900,356
716857,7200,439
716857,7500,417
716857,7800,447
716857,8100,441
716857,8400,431
716857,8700,410
716857,9000,401
716857,9300,419
716857,9600,431
716857,9900,425
716857,10200,441
716857,10500,428
716857,10800,426
716857,11100,408
716857,11400,365
716857,11700,425
716857,12000,377
716857,12300,386
716857,12600,388
716857,12900,388
716857,13200,349
716857,13500,354
716857,13800,370
716857,14100,367
716857,14400,346
716857,14700,363
716857,15000,374
716857,15300,353
716857,15600,371
716857,15900,338
716857,16200,351
716857,16500,323
716857,16800,307
716857,17100,335
716857,17400,308
716857,17700,361
716857,18000,341
716857,18300,316
716857,18600,336
716857,18900,331
716857,19200,332
716857,19500,349
716857,19800,341
716857,20100,324
716857,20400,331
716857,20700,342
716857,21000,342
716857,21300,342
716857,21600,314
716857,21900,317
716857,22200,358
716857,22500,301
716857,22800,319
716857,23100,316
717980,0,58
717980,300,194
717980,600,223
717980,900,248
717980,1200,241
717980,1500,255
717980,1800,235
717980,2100,225
717980,2400,262
717980,2700,261
717980,3000,287
717980,3300,279
717980,3600,299
717980,3900,361
717980,4200,345
717980,4500,367
717980,4800,372
717980,5100,358
717980,5400,345
717980,5700,352
717980,6000,363
717980,6300,401
717980,6600,385
717980,6900,362
717980,7200,437
717980,7500,420
717980,7800,443
717980,8100,432
717980,8400,427
717980,8700,403
717980,9000,402
717980,9300,423
717980,9600,426
717980,9900,427
717980,10200,428
717980,10500,421
717980,10800,431
717980,11100,407
717980,11400,367
717980,11700,420
717980,12000,366
717980,12300,392
717980,12600,381
717980,12900,397
717980,13200,343
717980,13500,344
717980,13800,371
717980,14100,371
717980,14400,334
717980,14700,357
717980,15000,380
717980,15300,350
717980,15600,369
717980,15900,339
717980,16200,335
717980,16500,325
717980,16800,300
717980,17100,342
717980,17400,311
717980,17700,347
717980,18000,336
717980,18300,325
717980,18600,329
717980,18900,328
717980,19200,339
717980,19500,349
717980,19800,324
717980,20100,335
717980,20400,321
717980,20700,341
717980,21000,346
717980,21300,332
717980,21600,309
717980,21900,322
717980,22200,346
717980,22500,304
717980,22800,316
717980,23100,315
717983,0,244
717983,300,266
717983,600,306
717983,900,322
717983,1200,320
717983,1500,325
717983,1800,286
717983,2100,310
717983,2400,338
717983,2700,372
717983,3000,410
717983,3300,429
717983,3600,447
717983,3900,454
717983,4200,477
717983,4500,498
717983,4800,462
717983,5100,434
717983,5400,419
717983,5700,405
717983,6000,418
717983,6300,402
717983,6600,402
717983,6900,393
717983,7200,418
717983,7500,411
717983,7800,391
717983,8100,407
717983,8400,402
717983,8700,405
717983,9000,401
717983,9300,398
717983,9600,405
717983,9900,391
717983,10200,397
717983,10500,375
717983,10800,416
717983,11100,428
717983,11400,440
717983,11700,394
717983,12000,363
717983,12300,388
717983,12600,365
717983,12900,366
717983,13200,389
717983,13500,404
717983,13800,392
717983,14100,351
717983,14400,385
717983,14700,428
717983,15000,430
717983,15300,423
717983,15600,427
717983,15900,402
717983,16200,444
717983,16500,430
717983,16800,385
717983,17100,380
717983,17400,404
717983,17700,423
717983,18000,405
717983,18300,420
717983,18600,430
717983,18900,424
717983,19200,428
717983,19500,437
717983,19800,413
717983,20100,395
717983,20400,387
717983,20700,394
717983,21000,405
717983,21300,418
717983,21600,446
717983,21900,442
717983,22200,440
717983,22500,432
717983,22800,432
717983,23100,440
717986,0,49
717986,300,176
717986,600,199
717986,900,213
717986,1200,207
717986,1500,233
717986,1800,189
717986,2100,209
717986,2400,224
717986,2700,235
717986,3000,232
717986,3300,224
717986,3600,277
717986,3900,311
717986,4200,274
717986,4500,322
717986,4800,293
717986,5100,316
717986,5400,284
717986,5700,301
717986,6000,317
717986,6300,336
717986,6600,320
717986,6900,364
717986,7200,364
717986,7500,399
717986,7800,383
717986,8100,380
717986,8400,360
717986,8700,353
717986,9000,352
717986,9300,398
717986,9600,355
717986,9900,398
717986,10200,370
717986,10500,358
717986,10800,372
717986,11100,299
717986,11400,318
717986,11700,334
717986,12000,297
717986,12300,329
717986,12600,311
717986,12900,326
717986,13200,286
717986,13500,306
717986,13800,312
717986,14100,328
717986,14400,293
717986,14700,334
717986,15000,309
717986,15300,327
717986,15600,314
717986,15900,281
717986,16200,319
717986,16500,265
717986,16800,286
717986,17100,290
717986,17400,314
717986,17700,279
717986,18000,307
717986,18300,269
717986,18600,288
717986,18900,282
717986,19200,302
717986,19500,314
717986,19800,274
717986,20100,302
717986,20400,293
717986,20700,300
717986,21000,300
717986,21300,274
717986,21600,240
717986,21900,299
717986,22200,301
717986,22500,246
717986,22800,281
717986,23100,227
717989,0,43
717989,300,168
717989,600,193
717989,900,200
717989,1200,204
717989,1500,219
717989,1800,187
717989,2100,206
717989,2400,215
717989,2700,225
717989,3000,221
717989,3300,220
717989,3600,271
717989,3900,299
717989,4200,272
717989,4500,316
717989,4800,286
717989,5100,306
717989,5400,285
717989,5700,284
717989,6000,314
717989,6300,320
717989,6600,314
717989,6900,366
717989,7200,357
717989,7500,396
717989,7800,374
717989,8100,374
717989,8400,338
717989,8700,340
717989,9000,345
717989,9300,368
717989,9600,348
717989,9900,378
717989,10200,355
717989,10500,332
717989,10800,355
717989,11100,289
717989,11400,316
717989,11700,323
717989,12000,293
717989,12300,319
717989,12600,316
