station,t,mph
716857,0,63.319
716857,300,63.733
716857,600,61.911
716857,900,61.007
716857,1200,62.605
716857,1500,60.147
716857,1800,61.954
716857,2100,61.132
716857,2400,62.293
716857,2700,60.613
716857,3000,60.932
716857,3300,60.606
716857,3600,60.674
716857,3900,60.066
716857,4200,60.231
716857,4500,59.575
716857,4800,59.68
716857,5100,58.881
716857,5400,60.225
716857,5700,59.707
716857,6000,60.542
716857,6300,60.247
716857,6600,60.146
716857,6900,59.905
716857,7200,60.568
716857,7500,59.828
716857,7800,58.774
716857,8100,58.94
716857,8400,59.773
716857,8700,59.265
716857,9000,58.288
716857,9300,59.892
716857,9600,59.602
716857,9900,58.329
716857,10200,58.566
716857,10500,59.989
716857,10800,59.552
716857,11100,59.485
716857,11400,59.057
716857,11700,58.772
716857,12000,59.252
716857,12300,58.18
716857,12600,59.29
716857,12900,60.203
716857,13200,59.244
716857,13500,59.456
716857,13800,59.759
716857,14100,59.439
716857,14400,60.128
716857,14700,58.915
716857,15000,60.159
716857,15300,58.878
716857,15600,60.382
716857,15900,60.456
716857,16200,61.405
716857,16500,59.779
716857,16800,60.537
716857,17100,59.822
716857,17400,60.084
716857,17700,59.745
716857,18000,61.146
716857,18300,60.198
716857,18600,59.805
716857,18900,60.157
716857,19200,60.572
716857,19500,59.628
716857,19800,60.374
716857,20100,60.909
716857,20400,60.426
716857,20700,60.396
716857,21000,61.049
716857,21300,60.78
716857,21600,59.2
716857,21900,59.623
716857,22200,59.909
716857,22500,60.845
716857,22800,60.697
716857,23100,62.006
717980,0,58.191
717980,300,59.688
717980,600,56.29
717980,900,55.133
717980,1200,56.621
717980,1500,54.919
717980,1800,57.003
717980,2100,54.646
717980,2400,54.73
717980,2700,52.883
717980,3000,51.675
717980,3300,48.719
717980,3600,48.568
717980,3900,44.885
717980,4200,40.916
717980,4500,40.134
717980,4800,38.604
717980,5100,39.632
717980,5400,40.12
717980,5700,44.761
717980,6000,45.008
717980,6300,44.554
717980,6600,41.661
717980,6900,46.604
717980,7200,40.118
717980,7500,40.035
717980,7800,38.778
717980,8100,38.078
717980,8400,37.274
717980,8700,38.94
717980,9000,37.141
717980,9300,39.722
717980,9600,40.131
717980,9900,37.293
717980,10200,37.332
717980,10500,39.49
717980,10800,37.43
717980,11100,34.832
717980,11400,36.796
717980,11700,36.449
717980,12000,36.423
717980,12300,36.779
717980,12600,37.432
717980,12900,40.384
717980,13200,38.755
717980,13500,38.791
717980,13800,40.361
717980,14100,40.789
717980,14400,42.874
717980,14700,40.389
717980,15000,40.373
717980,15300,42.055
717980,15600,43.508
717980,15900,47.788
717980,16200,49.749
717980,16500,48.425
717980,16800,47.59
717980,17100,43.998
717980,17400,42.468
717980,17700,45.723
717980,18000,43.876
717980,18300,44.778
717980,18600,48.657
717980,18900,42.433
717980,19200,45.799
717980,19500,41.659
717980,19800,43.844
717980,20100,45.303
717980,20400,53.115
717980,20700,48.04
717980,21000,47.626
717980,21300,52.802
717980,21600,41.643
717980,21900,48.373
717980,22200,46.372
717980,22500,46.81
717980,22800,49.639
717980,23100,52.782
717983,0,60.675
717983,300,59.333
717983,600,59.553
717983,900,57.648
717983,1200,56.358
717983,1500,56.185
717983,1800,57.139
717983,2100,58.848
717983,2400,55.333
717983,2700,51.559
717983,3000,50.461
717983,3300,45.116
717983,3600,44.249
717983,3900,49.038
717983,4200,53.513
717983,4500,54.284
717983,4800,53.473
717983,5100,55.784
717983,5400,55.468
717983,5700,51.738
717983,6000,53.776
717983,6300,51.106
717983,6600,41.264
717983,6900,45.036
717983,7200,30.705
717983,7500,31.382
717983,7800,29.189
717983,8100,37.354
717983,8400,32.086
717983,8700,45.594
717983,9000,38.123
717983,9300,32.432
717983,9600,32.979
717983,9900,22.963
717983,10200,35.122
717983,10500,25.467
717983,10800,24.179
717983,11100,47.473
717983,11400,26.66
717983,11700,33.313
717983,12000,34.69
717983,12300,25.793
717983,12600,29.449
717983,12900,32.134
717983,13200,40.154
717983,13500,42.742
717983,13800,31.116
717983,14100,48.628
717983,14400,56.735
717983,14700,55.561
717983,15000,56.195
717983,15300,58.896
717983,15600,56.413
717983,15900,57.893
717983,16200,58.314
717983,16500,58.749
717983,16800,57.672
717983,17100,57.879
717983,17400,57.988
717983,17700,58.055
717983,18000,58.687
717983,18300,58.037
717983,18600,58.649
717983,18900,57.563
717983,19200,56.005
717983,19500,57.16
717983,19800,56.741
717983,20100,57.899
717983,20400,56.657
717983,20700,58.415
717983,21000,57.157
717983,21300,57.708
717983,21600,57.833
717983,21900,57.931
717983,22200,57.333
717983,22500,57.629
717983,22800,57.117
717983,23100,56.595
717986,0,60.563
717986,300,62.027
717986,600,57.065
717986,900,58.977
717986,1200,57.42
717986,1500,58.189
717986,1800,58.442
717986,2100,56.466
717986,2400,58.766
717986,2700,57.916
717986,3000,57.438
717986,3300,53.278
717986,3600,54.034
717986,3900,54.187
717986,4200,54.351
717986,4500,51.096
717986,4800,44.133
717986,5100,53.102
717986,5400,54.407
717986,5700,54.656
717986,6000,53.293
717986,6300,54.535
717986,6600,54.126
717986,6900,53.367
717986,7200,52.191
717986,7500,51.172
717986,7800,45.706
717986,8100,53.023
717986,8400,45.718
717986,8700,41.488
717986,9000,53.9
717986,9300,51.725
717986,9600,47.377
717986,9900,50.913
717986,10200,46.267
717986,10500,45.028
717986,10800,41.541
717986,11100,47.479
717986,11400,43.383
717986,11700,45.64
717986,12000,46.264
717986,12300,51.258
717986,12600,47.163
717986,12900,44.613
717986,13200,48.013
717986,13500,52.075
717986,13800,49.379
717986,14100,54.284
717986,14400,47.153
717986,14700,45.217
717986,15000,45.768
717986,15300,50.468
717986,15600,50.298
717986,15900,54.052
717986,16200,50.786
717986,16500,48.006
717986,16800,50.027
717986,17100,51.991
717986,17400,52.315
717986,17700,54.068
717986,18000,49.466
717986,18300,51.932
717986,18600,52.021
717986,18900,51.136
717986,19200,45.087
717986,19500,50.422
717986,19800,49.631
717986,20100,53.936
717986,20400,50.026
717986,20700,50.815
717986,21000,53.495
717986,21300,54.084
717986,21600,55.429
717986,21900,54.894
717986,22200,53.113
717986,22500,52.105
717986,22800,53.072
717986,23100,53.767
717989,0,65.052
717989,300,62.798
717989,600,57.659
717989,900,59.486
717989,1200,59.089
717989,1500,58.569
717989,1800,60.699
717989,2100,58.158
717989,2400,61.235
717989,2700,57.415
717989,3000,58.25
717989,3300,52.235
717989,3600,52.438
717989,3900,52.335
717989,4200,52.199
717989,4500,44.814
717989,4800,40.419
717989,5100,48.187
717989,5400,48.706
717989,5700,55.736
717989,6000,48.28
717989,6300,50.923
717989,6600,53.032
717989,6900,50.712
717989,7200,50.522
717989,7500,43.458
717989,7800,42.137
717989,8100,48.276
717989,8400,38.338
717989,8700,34.835
717989,9000,51.541
717989,9300,48.694
717989,9600,40.06
717989,9900,43.947
717989,10200,32.919
717989,10500,36.886
717989,10800,35.902
717989,11100,41.423
717989,11400,33.477
717989,11700,37.907
717989,12000,35.508
717989,12300,46.983
717989,12600,36.67
717989,12900,29.997
717989,13200,41.905
717989,13500,46.765
717989,13800,39.143
717989,14100,49.826
717989,14400,39.542
717989,14700,40.385
717989,15000,40.432
717989,15300,44.722
717989,15600,42.113
717989,15900,53.803
717989,16200,46.583
717989,16500,41.15
717989,16800,40.815
717989,17100,45.126
717989,17400,47.752
717989,17700,50.845
717989,18000,43.309
717989,18300,52.048
717989,18600,48.829
717989,18900,48.605
717989,19200,31.927
717989,19500,40.606
717989,19800,43.457
717989,20100,55.666
717989,20400,42.824
717989,20700,46.368
717989,21000,55.07
717989,21300,56.886
717989,21600,55.175
717989,21900,54.257
717989,22200,55.709
717989,22500,51.064
717989,22800,57.006
717989,23100,56.777
717992,0,56.836
717992,300,55.833
717992,600,55.744
717992,900,47.385
717992,1200,44.329
717992,1500,49.462
717992,1800,36.012
717992,2100,50.651
717992,2400,47.292
717992,2700,42.323
717992,3000,32.676
717992,3300,33.819
717992,3600,30.954
717992,3900,34.141
717992,4200,32.815
717992,4500,31.882
717992,4800,33.94
717992,5100,32.896
717992,5400,32.322
717992,5700,33.963
717992,6000,36.334
717992,6300,31.855
717992,6600,31.116
717992,6900,30.235
717992,7200,33.47
717992,7500,32.66
717992,7800,29.478
717992,8100,34.1
717992,8400,30.615
717992,8700,32.514
717992,9000,31.347
717992,9300,33.338
717992,9600,29.044
717992,9900,27.423
717992,10200,27.479
717992,10500,30.318
717992,10800,27.082
717992,11100,29.118
717992,11400,30.064
717992,11700,29.797
717992,12000,28.483
717992,12300,30.345
717992,12600,35.485
717992,12900,27.406
717992,13200,31.778
717992,13500,31.491
717992,13800,32.036
717992,14100,32.268
717992,14400,35.525
717992,14700,28.687
717992,15000,30.097
717992,15300,31.185
717992,15600,30.619
717992,15900,28.673
717992,16200,29.5
717992,16500,29.47
717992,16800,34.743
717992,17100,33.035
717992,17400,31.349
717992,17700,31.607
717992,18000,31.329
717992,18300,35.204
717992,18600,33.359
717992,18900,47.063
717992,19200,46.499
717992,19500,34.159
717992,19800,33.381
717992,20100,34.276
717992,20400,33.081
717992,20700,40.18
717992,21000,43.614
717992,21300,41.879
717992,21600,36.039
717992,21900,28.038
717992,22200,47.073
717992,22500,34.877
717992,22800,44.471
717992,23100,50.563
717995,0,56.365
717995,300,56.262
717995,600,56.745
717995,900,53.118
717995,1200,50.284
717995,1500,52.82
717995,1800,47.112
717995,2100,52.321
717995,2400,50.672
717995,2700,48.152
717995,3000,41.515
717995,3300,39.772
717995,3600,40.284
717995,3900,38.203
717995,4200,38.342
717995,4500,39.504
717995,4800,38.469
717995,5100,40.658
717995,5400,39.505
717995,5700,43.83
717995,6000,38.895
717995,6300,41.573
717995,6600,41.839
717995,6900,40.902
717995,7200,40.746
717995,7500,41.973
717995,7800,40.396
717995,8100,42.002
717995,8400,41.65
717995,8700,37.606
717995,9000,39.214
717995,9300,40.265
717995,9600,41.75
717995,9900,41.566
717995,10200,41.576
717995,10500,41.298
717995,10800,38.101
717995,11100,38.141
717995,11400,37.095
717995,11700,38.931
717995,12000,40.116
717995,12300,39.992
717995,12600,40.716
717995,12900,39.71
717995,13200,39.217
717995,13500,38.62
717995,13800,39.844
717995,14100,39.316
717995,14400,40.324
717995,14700,39.58
717995,15000,37.993
717995,15300,40.727
717995,15600,42.651
717995,15900,40.072
717995,16200,39.718
717995,16500,39.179
717995,16800,40.459
717995,17100,41.488
717995,17400,40.958
717995,17700,43.559
717995,18000,42.274
717995,18300,45.05
717995,18600,45.679
717995,18900,51.236
717995,19200,50.377
717995,19500,45.124
717995,19800,46.638
717995,20100,43.913
717995,20400,46.991
