station,t,veh_5min
716857,0,65
716857,300,203
716857,600,264
716857,900,288
716857,1200,283
716857,1500,301
716857,1800,278
716857,2100,281
716857,2400,313
716857,2700,328
716857,3000,345
716857,3300,392
716857,3600,394
716857,3900,418
716857,4200,430
716857,4500,443
716857,4800,463
716857,5100,452
716857,5400,437
716857,5700,413
716857,6000,402
716857,6300,414
716857,6600,420
716857,6900,402
716857,7200,445
716857,7500,457
716857,7800,467
716857,8100,496
716857,8400,471
716857,8700,471
716857,9000,501
716857,9300,458
716857,9600,462
716857,9900,468
716857,10200,480
716857,10500,469
716857,10800,459
716857,11100,463
716857,11400,482
716857,11700,477
716857,12000,499
716857,12300,487
716857,12600,489
716857,12900,444
716857,13200,447
716857,13500,473
716857,13800,441
716857,14100,449
716857,14400,440
716857,14700,449
716857,15000,446
716857,15300,428
716857,15600,433
716857,15900,416
716857,16200,374
716857,16500,388
716857,16800,407
716857,17100,418
716857,17400,415
716857,17700,414
716857,18000,411
716857,18300,438
716857,18600,405
716857,18900,409
716857,19200,393
716857,19500,429
716857,19800,414
716857,20100,407
716857,20400,359
716857,20700,385
716857,21000,382
716857,21300,351
716857,21600,398
716857,21900,400
716857,22200,372
716857,22500,354
716857,22800,386
716857,23100,341
717980,0,72
717980,300,211
717980,600,267
717980,900,288
717980,1200,281
717980,1500,300
717980,1800,275
717980,2100,281
717980,2400,306
717980,2700,330
717980,3000,353
717980,3300,395
717980,3600,392
717980,3900,417
717980,4200,434
717980,4500,436
717980,4800,474
717980,5100,438
717980,5400,440
717980,5700,403
717980,6000,404
717980,6300,410
717980,6600,423
717980,6900,397
717980,7200,446
717980,7500,448
717980,7800,482
717980,8100,489
717980,8400,467
717980,8700,475
717980,9000,495
717980,9300,459
717980,9600,455
717980,9900,472
717980,10200,476
717980,10500,462
717980,10800,459
717980,11100,457
717980,11400,497
717980,11700,462
717980,12000,498
717980,12300,494
717980,12600,461
717980,12900,440
717980,13200,457
717980,13500,469
717980,13800,430
717980,14100,445
717980,14400,432
717980,14700,447
717980,15000,457
717980,15300,418
717980,15600,429
717980,15900,401
717980,16200,373
717980,16500,397
717980,16800,406
717980,17100,414
717980,17400,414
717980,17700,410
717980,18000,411
717980,18300,437
717980,18600,394
717980,18900,423
717980,19200,386
717980,19500,428
717980,19800,403
717980,20100,410
717980,20400,354
717980,20700,387
717980,21000,365
717980,21300,355
717980,21600,405
717980,21900,389
717980,22200,352
717980,22500,381
717980,22800,372
717980,23100,340
717983,0,297
717983,300,319
717983,600,365
717983,900,415
717983,1200,403
717983,1500,399
717983,1800,393
717983,2100,356
717983,2400,402
717983,2700,422
717983,3000,446
717983,3300,484
717983,3600,500
717983,3900,462
717983,4200,453
717983,4500,446
717983,4800,445
717983,5100,430
717983,5400,423
717983,5700,441
717983,6000,435
717983,6300,413
717983,6600,384
717983,6900,430
717983,7200,390
717983,7500,378
717983,7800,373
717983,8100,317
717983,8400,458
717983,8700,410
717983,9000,363
717983,9300,375
717983,9600,457
717983,9900,313
717983,10200,408
717983,10500,414
717983,10800,309
717983,11100,445
717983,11400,348
717983,11700,400
717983,12000,413
717983,12300,437
717983,12600,402
717983,12900,413
717983,13200,414
717983,13500,407
