station,t,veh_5min
716857,0,39
716857,300,157
716857,600,198
716857,900,195
716857,1200,190
716857,1500,218
716857,1800,202
716857,2100,179
716857,2400,216
716857,2700,222
716857,3000,235
716857,3300,232
716857,3600,255
716857,3900,292
716857,4200,290
716857,4500,292
716857,4800,324
716857,5100,311
716857,5400,269
716857,5700,287
716857,6000,305
716857,6300,319
716857,6600,328
716857,6900,318
716857,7200,361
716857,7500,377
716857,7800,336
716857,8100,361
716857,8400,360
716857,8700,343
716857,9000,370
716857,9300,376
716857,9600,350
716857,9900,341
716857,10200,344
716857,10500,342
716857,10800,350
716857,11100,317
716857,11400,315
716857,11700,320
716857,12000,323
716857,12300,328
716857,12600,296
716857,12900,299
716857,13200,296
716857,13500,282
716857,13800,314
716857,14100,289
716857,14400,290
716857,14700,288
716857,15000,314
716857,15300,283
716857,15600,305
716857,15900,277
716857,16200,263
716857,16500,277
716857,16800,273
716857,17100,251
716857,17400,276
716857,17700,291
716857,18000,281
716857,18300,278
716857,18600,258
716857,18900,278
716857,19200,269
716857,19500,263
716857,19800,249
716857,20100,264
716857,20400,267
716857,20700,269
716857,21000,261
716857,21300,289
716857,21600,266
716857,21900,265
716857,22200,278
716857,22500,262
716857,22800,254
716857,23100,252
717980,0,42
717980,300,170
717980,600,195
717980,900,190
717980,1200,195
717980,1500,216
717980,1800,196
717980,2100,182
717980,2400,209
717980,2700,223
717980,3000,234
717980,3300,236
717980,3600,258
717980,3900,285
717980,4200,282
717980,4500,299
717980,4800,316
717980,5100,309
717980,5400,268
717980,5700,288
717980,6000,297
717980,6300,325
717980,6600,325
717980,6900,323
717980,7200,352
717980,7500,376
717980,7800,327
717980,8100,369
717980,8400,361
717980,8700,341
717980,9000,368
717980,9300,359
717980,9600,349
717980,9900,347
717980,10200,334
717980,10500,345
717980,10800,353
717980,11100,300
717980,11400,317
717980,11700,313
717980,12000,333
717980,12300,321
717980,12600,289
717980,12900,305
717980,13200,288
717980,13500,296
717980,13800,309
717980,14100,275
717980,14400,288
