station,t,mph
716857,0,64.258
716857,300,63.39
716857,600,62.775
716857,900,62.335
716857,1200,62.784
716857,1500,62.82
716857,1800,62.274
716857,2100,62.448
716857,2400,62.142
716857,2700,62.723
716857,3000,61.547
716857,3300,62.498
716857,3600,62.584
716857,3900,62.1
716857,4200,61.135
716857,4500,61.454
716857,4800,61.276
716857,5100,60.881
716857,5400,61.41
716857,5700,60.792
716857,6000,60.915
716857,6300,61.106
716857,6600,60.661
716857,6900,61.784
716857,7200,60.527
716857,7500,61.257
716857,7800,59.892
716857,8100,61.757
716857,8400,60.147
716857,8700,60.375
716857,9000,61.844
716857,9300,60.564
716857,9600,61.478
716857,9900,60.767
716857,10200,61.18
716857,10500,60.927
716857,10800,60.431
716857,11100,60.886
716857,11400,61.347
716857,11700,61.292
716857,12000,61.014
716857,12300,61.54
716857,12600,62.013
716857,12900,61.589
716857,13200,61.464
716857,13500,61.94
716857,13800,61.759
716857,14100,60.925
716857,14400,61.701
716857,14700,61.634
716857,15000,61.243
716857,15300,61.948
716857,15600,61.51
716857,15900,61.905
716857,16200,62.245
716857,16500,61.202
716857,16800,61.558
716857,17100,61.654
716857,17400,61.646
716857,17700,61.095
716857,18000,61.866
716857,18300,61.637
716857,18600,61.942
716857,18900,61.402
716857,19200,61.96
716857,19500,61.427
716857,19800,61.713
716857,20100,62.077
716857,20400,62.187
716857,20700,61.737
716857,21000,61.676
716857,21300,62.274
716857,21600,62.592
716857,21900,62.196
716857,22200,61.051
716857,22500,61.541
716857,22800,61.716
716857,23100,62.142
717980,0,59.832
717980,300,60.094
717980,600,58.844
717980,900,59.998
717980,1200,59.432
717980,1500,59.247
717980,1800,59.542
717980,2100,60.092
717980,2400,58.015
717980,2700,57.582
717980,3000,57.715
717980,3300,57.721
717980,3600,57.411
717980,3900,55.383
717980,4200,54.771
717980,4500,55.517
717980,4800,54.192
717980,5100,54.03
717980,5400,54.509
717980,5700,53.423
717980,6000,53.188
717980,6300,52.959
717980,6600,54.379
717980,6900,54.558
717980,7200,53.254
717980,7500,50.134
717980,7800,51.714
717980,8100,52.284
717980,8400,51.184
717980,8700,52.65
717980,9000,52.432
717980,9300,51.32
717980,9600,54.064
717980,9900,52.605
717980,10200,51.403
717980,10500,49.783
717980,10800,51.388
717980,11100,53.239
717980,11400,51.341
717980,11700,51.861
717980,12000,52.284
717980,12300,54.054
717980,12600,55.233
717980,12900,50.602
717980,13200,53.169
717980,13500,53.98
717980,13800,54.345
717980,14100,53.944
717980,14400,54.992
717980,14700,56.195
717980,15000,53.388
717980,15300,54.749
717980,15600,52.61
717980,15900,54.718
717980,16200,56.371
717980,16500,55.124
717980,16800,54.505
717980,17100,56.966
717980,17400,53.768
717980,17700,52.158
717980,18000,56.67
717980,18300,56.088
717980,18600,54.908
717980,18900,55.508
717980,19200,55.199
717980,19500,54.875
717980,19800,56.722
717980,20100,55.34
717980,20400,57.179
717980,20700,56.296
717980,21000,55.946
717980,21300,56.172
717980,21600,55.387
717980,21900,55.894
717980,22200,54.023
717980,22500,52.551
717980,22800,55.634
717980,23100,55.734
717983,0,62.583
717983,300,61.713
717983,600,60.215
717983,900,60.012
717983,1200,60.776
717983,1500,60.349
717983,1800,61.146
717983,2100,60.801
717983,2400,59.385
717983,2700,58.967
717983,3000,59.38
717983,3300,59.571
717983,3600,59.16
717983,3900,57.313
717983,4200,53.686
717983,4500,47.566
717983,4800,49.518
717983,5100,52.179
717983,5400,57.942
717983,5700,58.458
717983,6000,57.806
717983,6300,58.032
717983,6600,59.033
717983,6900,60.274
717983,7200,60.722
717983,7500,59.946
717983,7800,59.262
717983,8100,59.455
717983,8400,59.525
717983,8700,59.557
717983,9000,60.307
717983,9300,60.058
717983,9600,59.782
717983,9900,60.229
717983,10200,60.394
717983,10500,59.432
717983,10800,59.131
717983,11100,58.604
717983,11400,57.984
717983,11700,60.178
717983,12000,59.802
717983,12300,58.471
717983,12600,59.962
717983,12900,59.53
717983,13200,60.296
717983,13500,58.837
717983,13800,59.803
717983,14100,60.671
717983,14400,59.907
717983,14700,58.639
717983,15000,59.558
717983,15300,58.956
717983,15600,59.674
717983,15900,59.313
717983,16200,58.601
717983,16500,58.231
