station,t,mph
716857,0,63.168
716857,300,62.385
716857,600,61.282
716857,900,61.317
716857,1200,61.524
716857,1500,61.296
716857,1800,60.733
716857,2100,61.923
716857,2400,61.256
716857,2700,60.817
716857,3000,61.013
716857,3300,61.539
716857,3600,61.087
716857,3900,59.926
716857,4200,60.647
716857,4500,60.566
716857,4800,59.065
716857,5100,58.789
716857,5400,60.38
716857,5700,60.638
716857,6000,60.264
716857,6300,60.083
716857,6600,59.646
716857,6900,60.141
716857,7200,59.649
716857,7500,60.154
716857,7800,58.891
716857,8100,59.125
716857,8400,59.549
716857,8700,60.493
716857,9000,58.479
716857,9300,58.3
716857,9600,59.839
716857,9900,58.382
716857,10200,59.74
716857,10500,60.282
716857,10800,59.436
716857,11100,59.093
716857,11400,59.076
716857,11700,58.629
716857,12000,58.806
716857,12300,57.697
716857,12600,58.426
716857,12900,58.852
716857,13200,60.128
716857,13500,59.038
716857,13800,59.178
716857,14100,58.916
716857,14400,59.372
716857,14700,60.419
716857,15000,60.001
716857,15300,59.365
716857,15600,59.724
716857,15900,60.384
716857,16200,60.877
716857,16500,60.122
716857,16800,59.405
716857,17100,60.17
716857,17400,60.14
716857,17700,60.477
716857,18000,60.222
716857,18300,59.815
716857,18600,59.452
716857,18900,59.427
716857,19200,59.769
716857,19500,60.242
716857,19800,59.482
716857,20100,59.512
716857,20400,61.106
716857,20700,60.85
716857,21000,61.055
716857,21300,60.654
716857,21600,59.816
716857,21900,61.232
716857,22200,60.321
716857,22500,60.222
716857,22800,60.154
716857,23100,60.917
717980,0,56.301
717980,300,56.194
717980,600,55.713
717980,900,56.797
717980,1200,56.238
717980,1500,55.939
717980,1800,56.344
717980,2100,56.528
717980,2400,54.383
717980,2700,52.731
717980,3000,49.86
717980,3300,50.764
717980,3600,51.244
717980,3900,43.162
717980,4200,42.759
717980,4500,42.737
717980,4800,38.272
717980,5100,41.822
717980,5400,43.799
717980,5700,45.319
717980,6000,45.399
717980,6300,45.451
717980,6600,42.594
717980,6900,44.979
717980,7200,40.145
717980,7500,39.088
717980,7800,39.812
717980,8100,38.139
717980,8400,36.729
717980,8700,37.851
717980,9000,35.914
717980,9300,38.301
717980,9600,38.78
717980,9900,37.635
717980,10200,37.255
717980,10500,37.57
717980,10800,37.708
717980,11100,36.535
717980,11400,34.923
717980,11700,38.18
717980,12000,36.784
717980,12300,37.116
717980,12600,38.403
717980,12900,43.29
717980,13200,42.524
717980,13500,38.132
717980,13800,38.48
717980,14100,41.291
717980,14400,40.25
717980,14700,41.305
717980,15000,42.445
717980,15300,40.616
717980,15600,42.504
717980,15900,49.512
717980,16200,50.629
717980,16500,48.677
717980,16800,46.027
717980,17100,48.207
717980,17400,44.254
717980,17700,49.866
717980,18000,43.99
717980,18300,41.054
717980,18600,42.39
717980,18900,44.864
717980,19200,42.197
717980,19500,43.485
717980,19800,43.427
717980,20100,41.274
717980,20400,51.531
717980,20700,50.618
717980,21000,47.587
717980,21300,48.458
717980,21600,47.641
717980,21900,48.32
717980,22200,46.436
717980,22500,47.293
717980,22800,49.552
717980,23100,49.165
717983,0,57.792
717983,300,58.849
717983,600,58.836
717983,900,56.761
717983,1200,53.847
717983,1500,56.541
717983,1800,58.959
717983,2100,58.936
717983,2400,56.519
717983,2700,55.44
717983,3000,49.131
717983,3300,44.825
717983,3600,43.042
717983,3900,49.223
717983,4200,53.087
717983,4500,54.078
717983,4800,54.978
717983,5100,57.988
717983,5400,52.758
717983,5700,53.445
717983,6000,53.853
717983,6300,55.336
717983,6600,45.565
717983,6900,43.164
717983,7200,31.691
717983,7500,35.601
717983,7800,34.686
717983,8100,26.898
717983,8400,25.949
717983,8700,38.009
717983,9000,42.727
717983,9300,24.592
717983,9600,19.288
717983,9900,23.976
717983,10200,35.409
717983,10500,36.064
717983,10800,39.428
717983,11100,28.348
717983,11400,30.288
717983,11700,42.645
717983,12000,37.872
717983,12300,38.22
717983,12600,28.254
717983,12900,30.303
717983,13200,37.262
717983,13500,36.069
717983,13800,27.608
717983,14100,42.314
717983,14400,37.872
717983,14700,30.87
717983,15000,36.909
717983,15300,30.127
717983,15600,38.771
717983,15900,34.795
717983,16200,47.669
717983,16500,54.177
717983,16800,55.531
717983,17100,54.813
717983,17400,57.386
717983,17700,57.283
717983,18000,58.512
717983,18300,58.214
717983,18600,57.002
717983,18900,56.765
717983,19200,57.574
717983,19500,56.893
717983,19800,53.618
717983,20100,57.527
717983,20400,57.523
717983,20700,57.164
717983,21000,56.467
717983,21300,57.916
717983,21600,57.061
717983,21900,59.038
717983,22200,55.291
717983,22500,58.476
717983,22800,58.711
717983,23100,57.01
717986,0,59.866
717986,300,61.377
717986,600,58.218
717986,900,56.887
717986,1200,58.973
717986,1500,58.752
717986,1800,58.507
717986,2100,59.326
717986,2400,57.92
717986,2700,54.885
717986,3000,55.042
717986,3300,57.476
717986,3600,53.435
717986,3900,57.29
717986,4200,48.576
717986,4500,50.606
717986,4800,50.091
717986,5100,49.155
717986,5400,55.814
717986,5700,51.846
717986,6000,52.604
717986,6300,48.075
717986,6600,56.193
717986,6900,53.711
717986,7200,46.974
717986,7500,49.096
717986,7800,42.025
717986,8100,45.799
717986,8400,44.867
717986,8700,43.928
717986,9000,46.03
717986,9300,44.408
717986,9600,50.327
717986,9900,52.925
717986,10200,46.069
717986,10500,45.217
717986,10800,44.723
717986,11100,44.654
717986,11400,44.352
717986,11700,45.716
717986,12000,44.072
717986,12300,48.247
717986,12600,47.735
717986,12900,45.774
717986,13200,41.212
717986,13500,46.244
717986,13800,46.976
717986,14100,47.179
717986,14400,48.271
717986,14700,44.668
717986,15000,44.102
717986,15300,48.347
717986,15600,54.173
717986,15900,54.126
717986,16200,48.292
717986,16500,51.248
717986,16800,50.463
717986,17100,50.704
717986,17400,51.838
717986,17700,51.128
717986,18000,53.215
717986,18300,47.308
717986,18600,52.52
717986,18900,45.826
717986,19200,51.355
717986,19500,51.358
717986,19800,51.015
717986,20100,50.702
717986,20400,54.977
717986,20700,51.724
717986,21000,51.966
717986,21300,52.131
717986,21600,52.272
717986,21900,53.537
717986,22200,55.046
717986,22500,52.242
717986,22800,52.223
717986,23100,51.842
717989,0,64.181
717989,300,61.831
717989,600,59.537
717989,900,57.878
717989,1200,60.273
717989,1500,59.526
717989,1800,59.058
717989,2100,60.629
717989,2400,59.667
717989,2700,57.315
717989,3000,56.667
717989,3300,59.425
717989,3600,50.191
717989,3900,57.063
717989,4200,42.291
717989,4500,44.712
717989,4800,48.195
717989,5100,43.363
717989,5400,54.495
717989,5700,48.299
717989,6000,50.834
717989,6300,45.326
717989,6600,55.452
717989,6900,50.208
717989,7200,37.835
717989,7500,39.933
717989,7800,33.107
717989,8100,39.551
717989,8400,42.386
717989,8700,39.714
717989,9000,36.671
717989,9300,36.638
717989,9600,45.789
717989,9900,47.726
717989,10200,37.394
717989,10500,38.815
717989,10800,38.855
717989,11100,34.426
717989,11400,38.564
717989,11700,37.593
717989,12000,35.727
717989,12300,39.44
717989,12600,40.641
717989,12900,36.582
717989,13200,30.132
717989,13500,37.589
717989,13800,36.996
717989,14100,39.547
717989,14400,41.369
717989,14700,32.515
717989,15000,32.263
717989,15300,39.45
717989,15600,50.583
717989,15900,53.001
717989,16200,45.086
717989,16500,49.674
717989,16800,45.359
717989,17100,40.271
717989,17400,50.638
717989,17700,47.826
717989,18000,51.886
717989,18300,39.689
717989,18600,48.013
717989,18900,33.502
717989,19200,45.134
717989,19500,47.16
717989,19800,44.261
717989,20100,51.309
717989,20400,54.999
717989,20700,50.481
717989,21000,48.695
717989,21300,49.737
717989,21600,53.658
717989,21900,50.39
717989,22200,55.253
717989,22500,53.002
717989,22800,53.748
717989,23100,51.49
717992,0,58.593
717992,300,55.032
717992,600,56.061
717992,900,53.397
717992,1200,46.975
717992,1500,53.605
717992,1800,44.836
717992,2100,48.436
717992,2400,49.702
717992,2700,39.714
