station,t,mph
716857,0,64.55
716857,300,63.655
716857,600,63.203
716857,900,62.626
716857,1200,62.747
716857,1500,63.075
716857,1800,62.145
716857,2100,62.06
716857,2400,62.483
716857,2700,62.563
716857,3000,62.213
716857,3300,61.871
716857,3600,61.542
716857,3900,61.475
716857,4200,61.434
716857,4500,62.014
716857,4800,60.996
716857,5100,61.315
716857,5400,61.572
716857,5700,60.072
716857,6000,60.875
716857,6300,61.728
716857,6600,61.849
716857,6900,61.687
716857,7200,60.983
716857,7500,61.307
716857,7800,61.946
716857,8100,61.184
716857,8400,61.615
716857,8700,61.352
716857,9000,61.335
716857,9300,60.473
716857,9600,60.908
716857,9900,60.61
716857,10200,59.585
716857,10500,60.376
716857,10800,60.522
716857,11100,60.583
716857,11400,61.207
716857,11700,60.345
716857,12000,61.011
716857,12300,60.196
716857,12600,60.605
716857,12900,61.197
716857,13200,61.431
716857,13500,61.78
716857,13800,62.122
716857,14100,61.483
716857,14400,61.677
716857,14700,60.76
716857,15000,60.779
716857,15300,61.296
716857,15600,60.929
716857,15900,61.472
716857,16200,59.805
716857,16500,61.283
716857,16800,61.779
716857,17100,61.756
716857,17400,59.745
716857,17700,61.476
716857,18000,62.37
716857,18300,61.633
716857,18600,61.288
716857,18900,62.128
716857,19200,62.852
716857,19500,61.047
716857,19800,61.014
716857,20100,62.041
716857,20400,62.024
716857,20700,61.253
716857,21000,62.308
716857,21300,61.895
716857,21600,61.427
716857,21900,62.068
716857,22200,62.155
716857,22500,62.653
716857,22800,60.394
716857,23100,62.307
717980,0,57.847
717980,300,61.245
717980,600,60.511
717980,900,59.827
717980,1200,60.009
717980,1500,59.115
717980,1800,58.065
717980,2100,58.757
717980,2400,57.52
717980,2700,56.226
717980,3000,57.001
717980,3300,55.736
717980,3600,56.126
717980,3900,54.992
717980,4200,54.215
717980,4500,54.486
717980,4800,55.0
717980,5100,54.648
717980,5400,55.29
717980,5700,50.696
717980,6000,53.999
717980,6300,54.267
717980,6600,54.974
717980,6900,54.54
717980,7200,53.341
717980,7500,53.936
717980,7800,50.867
717980,8100,52.195
717980,8400,53.506
717980,8700,52.632
717980,9000,51.403
717980,9300,47.331
717980,9600,49.483
717980,9900,49.188
717980,10200,48.17
717980,10500,51.574
717980,10800,52.296
717980,11100,47.87
717980,11400,50.033
717980,11700,51.431
717980,12000,51.552
717980,12300,51.317
717980,12600,53.567
717980,12900,53.761
717980,13200,54.426
717980,13500,52.329
717980,13800,54.437
717980,14100,54.774
717980,14400,53.276
717980,14700,53.473
717980,15000,53.37
717980,15300,55.385
717980,15600,53.917
717980,15900,55.836
717980,16200,53.815
717980,16500,56.811
717980,16800,56.474
717980,17100,55.911
717980,17400,52.568
717980,17700,55.429
717980,18000,55.751
717980,18300,52.93
717980,18600,55.719
717980,18900,55.854
717980,19200,57.695
717980,19500,55.632
717980,19800,55.817
717980,20100,55.366
717980,20400,57.977
717980,20700,56.463
717980,21000,54.913
717980,21300,56.27
717980,21600,53.172
717980,21900,56.069
717980,22200,54.871
717980,22500,56.584
717980,22800,53.46
717980,23100,55.929
717983,0,61.678
717983,300,61.217
717983,600,60.929
717983,900,59.671
717983,1200,60.222
