station,t,mph
716857,0,64.032
716857,300,62.871
716857,600,62.276
716857,900,61.533
716857,1200,61.588
716857,1500,61.166
716857,1800,61.309
716857,2100,61.439
716857,2400,60.662
716857,2700,60.546
716857,3000,61.068
716857,3300,60.811
716857,3600,60.998
716857,3900,60.73
716857,4200,60.463
716857,4500,60.135
716857,4800,59.312
716857,5100,59.703
716857,5400,59.562
716857,5700,60.305
716857,6000,60.717
716857,6300,60.479
716857,6600,59.167
716857,6900,59.554
716857,7200,60.109
716857,7500,59.417
716857,7800,59.131
716857,8100,59.587
716857,8400,58.901
716857,8700,58.479
716857,9000,59.594
716857,9300,58.307
716857,9600,59.154
716857,9900,59.329
716857,10200,59.006
716857,10500,58.808
716857,10800,58.782
716857,11100,58.247
716857,11400,58.927
716857,11700,59.554
716857,12000,58.72
716857,12300,59.015
716857,12600,58.638
716857,12900,59.4
716857,13200,59.635
716857,13500,59.632
716857,13800,60.456
716857,14100,60.738
716857,14400,60.769
716857,14700,60.582
716857,15000,59.875
716857,15300,61.011
716857,15600,59.705
716857,15900,60.729
716857,16200,60.5
716857,16500,60.434
716857,16800,60.016
716857,17100,60.635
716857,17400,59.76
716857,17700,59.551
716857,18000,59.767
716857,18300,60.346
716857,18600,59.768
716857,18900,59.741
716857,19200,60.746
716857,19500,60.282
716857,19800,60.237
716857,20100,60.505
716857,20400,60.59
716857,20700,60.957
716857,21000,61.327
716857,21300,60.709
716857,21600,60.735
716857,21900,60.648
716857,22200,59.646
716857,22500,60.831
716857,22800,60.132
716857,23100,61.298
717980,0,59.309
717980,300,57.798
717980,600,55.671
717980,900,56.95
717980,1200,56.229
717980,1500,54.963
717980,1800,54.717
717980,2100,57.003
717980,2400,55.015
717980,2700,53.445
717980,3000,53.346
717980,3300,53.854
717980,3600,46.667
717980,3900,48.034
717980,4200,45.196
717980,4500,44.003
717980,4800,39.5
717980,5100,42.115
717980,5400,40.415
717980,5700,47.489
717980,6000,46.346
717980,6300,41.942
717980,6600,40.022
717980,6900,40.661
717980,7200,39.176
717980,7500,38.939
717980,7800,37.266
