station,t,veh_5min
716857,0,54
716857,300,222
716857,600,265
716857,900,282
716857,1200,273
716857,1500,302
716857,1800,279
716857,2100,266
716857,2400,306
716857,2700,318
716857,3000,339
716857,3300,308
716857,3600,384
716857,3900,391
716857,4200,414
716857,4500,424
716857,4800,453
716857,5100,438
716857,5400,433
716857,5700,401
716857,6000,416
716857,6300,434
716857,6600,459
716857,6900,441
716857,7200,463
716857,7500,468
716857,7800,457
716857,8100,489
716857,8400,465
716857,8700,470
716857,9000,474
716857,9300,470
716857,9600,466
716857,9900,450
716857,10200,488
716857,10500,480
716857,10800,484
716857,11100,499
716857,11400,491
716857,11700,446
716857,12000,492
716857,12300,477
716857,12600,472
716857,12900,487
716857,13200,439
716857,13500,452
716857,13800,434
716857,14100,423
716857,14400,396
716857,14700,417
716857,15000,443
716857,15300,411
716857,15600,425
716857,15900,422
716857,16200,389
716857,16500,392
716857,16800,433
716857,17100,410
716857,17400,405
716857,17700,435
716857,18000,404
716857,18300,393
716857,18600,388
716857,18900,428
716857,19200,439
716857,19500,400
716857,19800,402
716857,20100,388
716857,20400,398
716857,20700,380
716857,21000,384
716857,21300,379
716857,21600,410
716857,21900,367
716857,22200,370
716857,22500,390
716857,22800,365
716857,23100,351
717980,0,62
717980,300,229
717980,600,265
717980,900,278
717980,1200,277
717980,1500,301
717980,1800,268
717980,2100,280
717980,2400,300
717980,2700,323
717980,3000,331
717980,3300,311
717980,3600,386
717980,3900,395
717980,4200,412
717980,4500,431
717980,4800,446
717980,5100,429
717980,5400,429
717980,5700,398
717980,6000,418
717980,6300,440
717980,6600,456
717980,6900,435
717980,7200,476
717980,7500,466
717980,7800,463
717980,8100,471
717980,8400,469
717980,8700,462
717980,9000,477
717980,9300,481
717980,9600,447
717980,9900,458
717980,10200,490
717980,10500,459
717980,10800,503
717980,11100,481
717980,11400,479
717980,11700,469
717980,12000,476
717980,12300,476
717980,12600,468
717980,12900,480
717980,13200,430
717980,13500,458
717980,13800,426
717980,14100,418
717980,14400,387
717980,14700,421
717980,15000,440
717980,15300,410
717980,15600,424
717980,15900,410
717980,16200,392
717980,16500,396
717980,16800,427
717980,17100,411
717980,17400,402
717980,17700,434
717980,18000,405
717980,18300,385
717980,18600,379
717980,18900,434
717980,19200,440
717980,19500,402
717980,19800,396
717980,20100,371
