station,t,mph
716857,0,63.944
716857,300,63.783
716857,600,61.893
716857,900,61.634
716857,1200,61.857
716857,1500,61.827
716857,1800,61.606
716857,2100,61.733
716857,2400,60.584
716857,2700,61.118
716857,3000,61.668
716857,3300,60.164
716857,3600,60.452
716857,3900,60.291
716857,4200,60.283
716857,4500,58.406
716857,4800,59.441
716857,5100,59.053
716857,5400,59.213
716857,5700,60.058
716857,6000,59.917
716857,6300,59.062
716857,6600,60.213
716857,6900,60.77
716857,7200,59.217
716857,7500,59.614
716857,7800,59.423
716857,8100,58.516
716857,8400,59.459
716857,8700,59.003
716857,9000,58.861
716857,9300,58.951
716857,9600,59.08
716857,9900,60.069
716857,10200,58.55
716857,10500,59.374
716857,10800,59.689
716857,11100,59.385
716857,11400,58.287
716857,11700,59.559
716857,12000,58.874
716857,12300,59.117
716857,12600,59.09
716857,12900,60.081
716857,13200,60.171
716857,13500,58.781
716857,13800,59.662
716857,14100,58.6
716857,14400,59.913
716857,14700,59.861
716857,15000,59.42
716857,15300,60.226
716857,15600,60.14
716857,15900,60.516
716857,16200,60.782
716857,16500,60.808
716857,16800,60.199
716857,17100,60.013
716857,17400,59.539
716857,17700,59.068
716857,18000,59.655
716857,18300,59.313
716857,18600,59.898
716857,18900,59.528
716857,19200,60.329
716857,19500,59.8
716857,19800,59.604
716857,20100,60.966
716857,20400,61.286
716857,20700,61.652
716857,21000,60.927
716857,21300,60.866
716857,21600,59.232
716857,21900,59.978
716857,22200,60.494
716857,22500,60.415
716857,22800,59.081
716857,23100,60.873
717980,0,56.9
717980,300,58.293
717980,600,55.961
717980,900,55.333
717980,1200,56.967
717980,1500,56.212
717980,1800,56.991
717980,2100,55.236
717980,2400,53.277
717980,2700,53.421
717980,3000,52.622
717980,3300,47.476
717980,3600,42.51
717980,3900,44.63
717980,4200,42.553
717980,4500,42.245
717980,4800,37.936
717980,5100,39.445
717980,5400,44.753
717980,5700,43.972
717980,6000,44.707
717980,6300,41.369
717980,6600,47.254
717980,6900,48.226
717980,7200,40.604
717980,7500,42.295
717980,7800,39.514
717980,8100,37.708
717980,8400,36.899
717980,8700,38.567
717980,9000,36.674
717980,9300,39.14
717980,9600,40.292
717980,9900,39.527
717980,10200,38.13
717980,10500,40.608
717980,10800,37.51
717980,11100,36.92
717980,11400,38.782
717980,11700,38.024
717980,12000,38.257
717980,12300,37.444
717980,12600,39.001
717980,12900,40.537
717980,13200,41.247
717980,13500,39.714
717980,13800,40.154
717980,14100,39.255
717980,14400,40.196
717980,14700,42.551
717980,15000,40.083
717980,15300,41.181
717980,15600,42.169
717980,15900,48.307
717980,16200,44.48
717980,16500,47.891
717980,16800,44.569
717980,17100,45.862
717980,17400,43.465
717980,17700,47.969
717980,18000,40.485
717980,18300,42.083
717980,18600,43.427
717980,18900,44.53
717980,19200,46.61
717980,19500,44.624
717980,19800,43.754
717980,20100,45.111
717980,20400,48.407
717980,20700,52.931
717980,21000,44.68
717980,21300,50.911
717980,21600,42.711
717980,21900,47.737
717980,22200,44.115
717980,22500,44.366
717980,22800,47.783
717980,23100,51.072
717983,0,59.758
717983,300,59.494
717983,600,59.271
717983,900,57.569
717983,1200,55.833
717983,1500,55.884
717983,1800,57.491
717983,2100,59.312
717983,2400,56.692
717983,2700,56.023
717983,3000,46.33
717983,3300,43.148
717983,3600,44.24
717983,3900,47.31
717983,4200,50.984
717983,4500,53.657
717983,4800,54.938
717983,5100,54.569
717983,5400,56.694
717983,5700,55.042
717983,6000,51.233
717983,6300,45.961
717983,6600,37.259
717983,6900,22.965
717983,7200,21.875
717983,7500,38.243
717983,7800,26.842
717983,8100,38.437
717983,8400,31.205
717983,8700,33.841
717983,9000,29.091
717983,9300,25.162
717983,9600,27.241
717983,9900,35.842
717983,10200,26.423
717983,10500,21.486
717983,10800,34.332
717983,11100,28.902
717983,11400,37.848
717983,11700,37.693
717983,12000,42.895
717983,12300,36.498
717983,12600,42.552
717983,12900,30.034
717983,13200,29.312
717983,13500,27.821
717983,13800,44.765
717983,14100,47.48
717983,14400,42.481
717983,14700,44.874
717983,15000,52.124
717983,15300,55.309
717983,15600,57.587
717983,15900,58.745
717983,16200,57.614
717983,16500,57.212
717983,16800,57.538
717983,17100,57.774
717983,17400,57.493
717983,17700,58.167
717983,18000,56.195
717983,18300,58.843
717983,18600,58.157
717983,18900,58.114
717983,19200,58.103
717983,19500,58.781
717983,19800,58.742
717983,20100,57.68
717983,20400,56.671
717983,20700,57.084
717983,21000,54.563
717983,21300,58.813
717983,21600,56.685
717983,21900,53.759
717983,22200,54.559
717983,22500,56.045
717983,22800,58.054
717983,23100,57.878
717986,0,61.373
717986,300,61.383
717986,600,57.111
717986,900,58.082
717986,1200,57.405
717986,1500,57.214
717986,1800,60.086
717986,2100,58.898
717986,2400,54.372
717986,2700,57.173
717986,3000,57.237
717986,3300,53.329
717986,3600,56.766
717986,3900,56.191
717986,4200,53.265
717986,4500,47.128
717986,4800,51.386
717986,5100,53.914
717986,5400,52.414
717986,5700,50.817
717986,6000,50.941
717986,6300,53.563
717986,6600,56.384
717986,6900,53.979
717986,7200,53.878
717986,7500,44.963
717986,7800,43.11
717986,8100,53.623
717986,8400,48.646
717986,8700,44.339
717986,9000,53.703
717986,9300,50.849
717986,9600,49.262
717986,9900,46.94
717986,10200,49.529
717986,10500,44.396
717986,10800,47.819
717986,11100,49.312
717986,11400,42.845
717986,11700,43.725
717986,12000,46.875
717986,12300,47.46
717986,12600,52.319
717986,12900,49.048
717986,13200,41.344
717986,13500,49.621
717986,13800,42.878
717986,14100,48.81
717986,14400,54.527
717986,14700,52.197
717986,15000,45.635
717986,15300,50.184
717986,15600,54.548
717986,15900,54.396
717986,16200,48.327
717986,16500,46.975
717986,16800,48.787
717986,17100,50.651
717986,17400,47.266
717986,17700,52.093
717986,18000,51.859
717986,18300,49.333
717986,18600,51.033
717986,18900,53.693
717986,19200,53.066
717986,19500,53.166
717986,19800,55.211
717986,20100,54.348
717986,20400,56.377
717986,20700,52.896
717986,21000,55.964
717986,21300,46.816
717986,21600,55.282
717986,21900,53.501
717986,22200,54.062
717986,22500,50.59
717986,22800,55.196
717986,23100,53.79
717989,0,66.916
717989,300,62.393
717989,600,58.794
717989,900,59.828
717989,1200,59.674
717989,1500,59.098
717989,1800,60.651
717989,2100,59.229
717989,2400,58.783
717989,2700,55.843
717989,3000,57.379
717989,3300,51.833
717989,3600,57.391
717989,3900,56.74
717989,4200,53.491
717989,4500,39.672
717989,4800,46.968
717989,5100,49.764
717989,5400,48.078
717989,5700,48.078
717989,6000,42.252
717989,6300,53.512
717989,6600,57.791
717989,6900,48.639
717989,7200,51.716
717989,7500,38.531
717989,7800,37.793
717989,8100,49.142
717989,8400,42.639
717989,8700,41.946
717989,9000,48.323
717989,9300,46.674
717989,9600,44.382
717989,9900,42.714
717989,10200,45.135
717989,10500,31.61
717989,10800,41.015
717989,11100,42.927
717989,11400,32.04
717989,11700,38.438
717989,12000,37.05
717989,12300,36.809
717989,12600,47.892
717989,12900,38.354
717989,13200,28.713
717989,13500,41.7
717989,13800,32.274
717989,14100,43.136
717989,14400,52.621
717989,14700,47.953
717989,15000,35.991
717989,15300,45.084
717989,15600,53.893
717989,15900,50.089
717989,16200,41.391
717989,16500,37.256
717989,16800,40.97
717989,17100,43.492
717989,17400,37.63
717989,17700,45.648
717989,18000,48.972
717989,18300,39.757
717989,18600,43.87
717989,18900,55.181
717989,19200,50.874
717989,19500,48.172
717989,19800,53.527
717989,20100,54.222
717989,20400,54.91
717989,20700,50.881
717989,21000,56.596
717989,21300,38.748
717989,21600,55.04
717989,21900,49.857
717989,22200,53.847
717989,22500,47.789
717989,22800,58.464
717989,23100,58.365
717992,0,58.201
717992,300,56.968
717992,600,51.349
717992,900,53.15
717992,1200,36.745
717992,1500,43.458
717992,1800,46.786
717992,2100,40.73
717992,2400,41.263
717992,2700,34.882
717992,3000,31.633
717992,3300,33.711
717992,3600,33.515
717992,3900,32.455
717992,4200,30.968
717992,4500,32.048
717992,4800,36.122
717992,5100,29.657
717992,5400,37.222
717992,5700,31.407
717992,6000,31.481
717992,6300,32.91
717992,6600,30.352
717992,6900,34.45
717992,7200,33.88
717992,7500,30.084
717992,7800,35.281
717992,8100,29.621
717992,8400,31.291
717992,8700,30.791
717992,9000,32.613
717992,9300,31.365
717992,9600,32.216
717992,9900,32.176
717992,10200,30.775
717992,10500,30.258
717992,10800,28.834
717992,11100,31.078
717992,11400,34.745
717992,11700,32.95
717992,12000,34.201
717992,12300,29.738
717992,12600,33.297
717992,12900,29.584
717992,13200,31.415
717992,13500,27.948
717992,13800,31.525
717992,14100,26.478
717992,14400,31.29
717992,14700,28.673
717992,15000,32.792
717992,15300,33.476
717992,15600,29.599
717992,15900,27.405
717992,16200,27.976
717992,16500,28.573
717992,16800,29.403
717992,17100,35.404
717992,17400,31.303
717992,17700,34.441
717992,18000,40.425
717992,18300,37.339
717992,18600,41.358
717992,18900,33.018
717992,19200,32.059
717992,19500,41.121
717992,19800,42.369
717992,20100,40.625
717992,20400,37.973
717992,20700,50.059
717992,21000,35.984
717992,21300,39.18
717992,21600,41.324
717992,21900,38.512
717992,22200,42.849
717992,22500,37.85
717992,22800,38.459
717992,23100,43.864
717995,0,58.849
717995,300,56.341
717995,600,56.043
717995,900,56.184
717995,1200,44.702
717995,1500,50.341
717995,1800,52.81
717995,2100,48.997
717995,2400,48.439
717995,2700,44.666
717995,3000,41.173
717995,3300,38.659
717995,3600,38.175
717995,3900,38.664
717995,4200,39.332
717995,4500,39.987
717995,4800,45.816
717995,5100,41.605
717995,5400,44.452
717995,5700,41.724
717995,6000,40.632
717995,6300,41.729
717995,6600,42.739
717995,6900,43.455
717995,7200,42.369
717995,7500,39.209
717995,7800,41.75
717995,8100,40.479
717995,8400,44.143
717995,8700,42.699
717995,9000,42.892
717995,9300,43.723
717995,9600,40.452
717995,9900,41.855
717995,10200,39.428
717995,10500,38.224
717995,10800,39.871
717995,11100,42.572
717995,11400,41.073
717995,11700,43.601
717995,12000,46.214
717995,12300,39.687
717995,12600,44.181
717995,12900,40.206
717995,13200,37.474
717995,13500,38.145
717995,13800,38.828
717995,14100,38.772
717995,14400,39.021
717995,14700,41.403
717995,15000,40.875
717995,15300,43.049
717995,15600,38.929
717995,15900,40.228
717995,16200,40.083
717995,16500,38.626
717995,16800,40.32
717995,17100,40.101
717995,17400,40.065
717995,17700,41.539
717995,18000,49.263
717995,18300,46.64
717995,18600,49.183
717995,18900,45.856
717995,19200,43.158
717995,19500,46.82
717995,19800,51.578
717995,20100,50.372
717995,20400,48.0
717995,20700,54.797
717995,21000,45.59
717995,21300,47.272
717995,21600,49.691
717995,21900,46.313
717995,22200,50.504
717995,22500,48.448
717995,22800,47.986
717995,23100,51.069
718002,0,65.329
718002,300,62.508
718002,600,61.572
718002,900,62.488
718002,1200,61.734
718002,1500,60.907
718002,1800,61.823
718002,2100,62.157
718002,2400,61.287
718002,2700,62.051
718002,3000,60.753
718002,3300,61.516
718002,3600,61.344
