station,t,veh_5min
716857,0,65
716857,300,213
716857,600,266
716857,900,275
716857,1200,277
716857,1500,306
716857,1800,293
716857,2100,280
716857,2400,308
716857,2700,340
716857,3000,346
716857,3300,386
716857,3600,398
716857,3900,409
716857,4200,425
716857,4500,429
716857,4800,474
716857,5100,460
716857,5400,425
716857,5700,408
716857,6000,402
716857,6300,439
716857,6600,409
716857,6900,389
716857,7200,436
716857,7500,450
716857,7800,454
716857,8100,491
716857,8400,469
716857,8700,463
716857,9000,488
716857,9300,472
716857,9600,472
716857,9900,456
716857,10200,484
716857,10500,435
716857,10800,475
716857,11100,488
716857,11400,486
716857,11700,471
716857,12000,483
716857,12300,484
716857,12600,460
716857,12900,458
716857,13200,455
716857,13500,453
716857,13800,430
716857,14100,463
716857,14400,443
716857,14700,429
716857,15000,438
716857,15300,432
716857,15600,434
716857,15900,396
716857,16200,380
716857,16500,396
716857,16800,417
716857,17100,417
716857,17400,408
716857,17700,411
716857,18000,423
716857,18300,424
716857,18600,414
716857,18900,416
716857,19200,402
716857,19500,415
716857,19800,424
716857,20100,389
716857,20400,411
716857,20700,328
716857,21000,397
716857,21300,370
716857,21600,431
716857,21900,391
716857,22200,411
716857,22500,399
716857,22800,399
716857,23100,344
717980,0,73
717980,300,218
717980,600,274
717980,900,267
717980,1200,282
717980,1500,305
717980,1800,283
717980,2100,275
717980,2400,326
717980,2700,336
717980,3000,337
717980,3300,399
717980,3600,392
717980,3900,412
717980,4200,431
717980,4500,424
717980,4800,476
717980,5100,449
717980,5400,416
717980,5700,407
717980,6000,406
717980,6300,428
717980,6600,395
717980,6900,402
717980,7200,444
717980,7500,437
717980,7800,468
717980,8100,485
717980,8400,461
717980,8700,475
717980,9000,472
717980,9300,474
717980,9600,463
717980,9900,450
717980,10200,482
717980,10500,435
717980,10800,483
717980,11100,488
717980,11400,467
717980,11700,484
717980,12000,477
717980,12300,468
717980,12600,463
717980,12900,460
717980,13200,443
717980,13500,455
717980,13800,433
717980,14100,450
717980,14400,443
717980,14700,429
717980,15000,433
717980,15300,433
717980,15600,431
717980,15900,395
717980,16200,370
717980,16500,402
717980,16800,413
717980,17100,415
717980,17400,409
717980,17700,406
717980,18000,431
717980,18300,415
717980,18600,412
717980,18900,414
717980,19200,398
717980,19500,414
717980,19800,411
717980,20100,393
717980,20400,400
717980,20700,318
717980,21000,402
717980,21300,379
717980,21600,416
717980,21900,390
717980,22200,422
717980,22500,405
717980,22800,374
717980,23100,344
717983,0,305
717983,300,332
717983,600,365
717983,900,405
717983,1200,418
717983,1500,416
717983,1800,395
717983,2100,355
717983,2400,402
717983,2700,428
717983,3000,458
717983,3300,499
717983,3600,491
717983,3900,462
717983,4200,457
717983,4500,450
717983,4800,432
717983,5100,439
717983,5400,429
717983,5700,432
717983,6000,427
717983,6300,414
717983,6600,421
717983,6900,402
717983,7200,333
717983,7500,421
717983,7800,365
717983,8100,426
717983,8400,338
717983,8700,429
717983,9000,379
717983,9300,342
717983,9600,374
717983,9900,405
717983,10200,366
717983,10500,321
717983,10800,430
717983,11100,293
717983,11400,456
717983,11700,363
717983,12000,420
717983,12300,380
717983,12600,461
717983,12900,369
717983,13200,410
717983,13500,391
717983,13800,421
717983,14100,423
717983,14400,413
717983,14700,415
717983,15000,422
717983,15300,408
717983,15600,387
717983,15900,382
717983,16200,398
717983,16500,392
717983,16800,403
717983,17100,388
717983,17400,409
717983,17700,391
717983,18000,400
717983,18300,388
717983,18600,396
717983,18900,391
717983,19200,404
717983,19500,392
717983,19800,405
717983,20100,399
717983,20400,416
717983,20700,403
717983,21000,412
717983,21300,388
717983,21600,409
717983,21900,412
717983,22200,412
717983,22500,401
717983,22800,402
717983,23100,403
717986,0,67
717986,300,194
717986,600,255
717986,900,237
717986,1200,241
717986,1500,280
717986,1800,251
717986,2100,248
717986,2400,268
717986,2700,282
717986,3000,284
717986,3300,336
717986,3600,332
717986,3900,337
717986,4200,354
717986,4500,376
717986,4800,398
717986,5100,364
717986,5400,369
717986,5700,321
717986,6000,352
717986,6300,329
717986,6600,334
717986,6900,386
717986,7200,380
717986,7500,374
717986,7800,423
717986,8100,397
717986,8400,370
717986,8700,435
717986,9000,390
717986,9300,401
717986,9600,399
717986,9900,381
717986,10200,381
717986,10500,380
717986,10800,422
717986,11100,398
717986,11400,401
717986,11700,411
717986,12000,420
717986,12300,388
717986,12600,378
717986,12900,375
717986,13200,389
717986,13500,376
717986,13800,380
717986,14100,389
717986,14400,352
717986,14700,387
717986,15000,358
717986,15300,388
717986,15600,351
717986,15900,324
717986,16200,362
717986,16500,341
717986,16800,380
717986,17100,361
717986,17400,369
717986,17700,336
717986,18000,362
717986,18300,378
717986,18600,345
717986,18900,351
717986,19200,372
717986,19500,355
717986,19800,351
717986,20100,359
717986,20400,330
717986,20700,316
717986,21000,329
717986,21300,338
717986,21600,343
717986,21900,343
717986,22200,330
717986,22500,353
717986,22800,293
717986,23100,289
717989,0,50
717989,300,190
717989,600,247
717989,900,230
717989,1200,238
717989,1500,276
717989,1800,249
717989,2100,235
717989,2400,259
717989,2700,269
717989,3000,265
717989,3300,316
717989,3600,325
717989,3900,326
717989,4200,334
717989,4500,371
717989,4800,388
717989,5100,341
717989,5400,369
717989,5700,299
717989,6000,336
717989,6300,313
717989,6600,325
717989,6900,364
717989,7200,352
717989,7500,362
717989,7800,388
717989,8100,374
717989,8400,359
717989,8700,401
717989,9000,377
717989,9300,378
717989,9600,380
717989,9900,383
717989,10200,361
717989,10500,374
717989,10800,388
717989,11100,371
717989,11400,380
717989,11700,388
717989,12000,376
717989,12300,363
717989,12600,369
717989,12900,367
717989,13200,376
717989,13500,364
717989,13800,370
717989,14100,377
717989,14400,348
717989,14700,368
717989,15000,353
717989,15300,377
717989,15600,347
717989,15900,323
717989,16200,328
717989,16500,336
717989,16800,351
717989,17100,349
717989,17400,339
717989,17700,336
717989,18000,335
717989,18300,350
717989,18600,327
717989,18900,319
717989,19200,356
717989,19500,343
717989,19800,339
717989,20100,340
717989,20400,324
717989,20700,308
717989,21000,316
717989,21300,330
717989,21600,332
717989,21900,331
717989,22200,323
717989,22500,321
717989,22800,263
717989,23100,272
717992,0,182
717992,300,298
717992,600,334
717992,900,362
717992,1200,389
717992,1500,368
717992,1800,391
717992,2100,351
717992,2400,360
717992,2700,382
717992,3000,411
717992,3300,451
717992,3600,448
717992,3900,436
717992,4200,411
717992,4500,434
717992,4800,380
717992,5100,409
717992,5400,389
717992,5700,397
717992,6000,410
717992,6300,444
717992,6600,371
717992,6900,403
717992,7200,424
717992,7500,444
717992,7800,416
717992,8100,400
717992,8400,389
717992,8700,371
717992,9000,411
717992,9300,365
717992,9600,429
717992,9900,362
717992,10200,368
717992,10500,409
717992,10800,398
717992,11100,400
717992,11400,426
717992,11700,414
717992,12000,390
717992,12300,407
717992,12600,406
717992,12900,382
717992,13200,438
717992,13500,407
717992,13800,437
717992,14100,403
717992,14400,435
717992,14700,414
717992,15000,465
717992,15300,417
717992,15600,422
717992,15900,421
717992,16200,423
717992,16500,433
717992,16800,428
717992,17100,467
717992,17400,419
717992,17700,423
717992,18000,380
717992,18300,407
717992,18600,382
717992,18900,380
717992,19200,404
717992,19500,390
717992,19800,377
717992,20100,372
717992,20400,410
717992,20700,389
717992,21000,377
717992,21300,379
717992,21600,377
717992,21900,414
717992,22200,396
717992,22500,388
717992,22800,369
717992,23100,388
717995,0,187
717995,300,308
717995,600,341
717995,900,351
717995,1200,387
717995,1500,378
717995,1800,407
717995,2100,370
717995,2400,359
717995,2700,387
717995,3000,414
717995,3300,450
717995,3600,476
717995,3900,446
717995,4200,429
717995,4500,460
717995,4800,417
717995,5100,423
717995,5400,418
717995,5700,405
717995,6000,434
717995,6300,448
717995,6600,401
717995,6900,432
717995,7200,433
717995,7500,464
717995,7800,450
717995,8100,435
717995,8400,422
717995,8700,394
717995,9000,431
717995,9300,403
717995,9600,463
717995,9900,407
717995,10200,406
717995,10500,435
717995,10800,423
717995,11100,417
717995,11400,447
717995,11700,424
717995,12000,410
717995,12300,422
717995,12600,427
717995,12900,396
717995,13200,449
717995,13500,432
717995,13800,436
717995,14100,424
717995,14400,454
717995,14700,419
717995,15000,466
717995,15300,423
717995,15600,413
717995,15900,430
717995,16200,422
717995,16500,446
717995,16800,425
717995,17100,461
717995,17400,423
717995,17700,420
717995,18000,375
717995,18300,428
717995,18600,380
717995,18900,388
717995,19200,402
717995,19500,400
717995,19800,381
717995,20100,384
717995,20400,393
717995,20700,389
717995,21000,358
717995,21300,385
717995,21600,379
717995,21900,417
717995,22200,388
717995,22500,391
717995,22800,353
717995,23100,385
718002,0,57
718002,300,187
718002,600,204
718002,900,217
718002,1200,246
718002,1500,250
718002,1800,227
718002,2100,218
718002,2400,250
718002,2700,251
718002,3000,265
718002,3300,300
718002,3600,302
718002,3900,312
718002,4200,323
718002,4500,365
718002,4800,363
718002,5100,338
718002,5400,354
718002,5700,304
718002,6000,328
718002,6300,299
718002,6600,328
718002,6900,341
718002,7200,352
718002,7500,385
718002,7800,383
718002,8100,355
718002,8400,379
718002,8700,385
718002,9000,380
718002,9300,388
718002,9600,364
718002,9900,394
718002,10200,378
718002,10500,381
718002,10800,377
718002,11100,381
718002,11400,381
718002,11700,371
718002,12000,376
718002,12300,372
718002,12600,384
718002,12900,380
718002,13200,372
718002,13500,384
718002,13800,377
718002,14100,381
718002,14400,376
718002,14700,369
718002,15000,382
718002,15300,380
718002,15600,390
718002,15900,370
718002,16200,379
718002,16500,386
718002,16800,378
718002,17100,379
718002,17400,371
718002,17700,383
718002,18000,381
718002,18300,383
718002,18600,379
718002,18900,378
718002,19200,391
718002,19500,388
718002,19800,378
718002,20100,386
718002,20400,372
718002,20700,380
718002,21000,374
718002,21300,393
718002,21600,374
718002,21900,387
718002,22200,394
718002,22500,356
718002,22800,309
718002,23100,319
718008,0,134
718008,300,219
718008,600,213
718008,900,236
718008,1200,273
718008,1500,240
718008,1800,226
718008,2100,244
718008,2400,261
718008,2700,258
718008,3000,300
718008,3300,315
718008,3600,322
718008,3900,319
718008,4200,367
718008,4500,382
718008,4800,346
718008,5100,369
718008,5400,324
718008,5700,326
718008,6000,323
718008,6300,334
718008,6600,357
718008,6900,356
718008,7200,399
718008,7500,400
718008,7800,385
718008,8100,393
718008,8400,441
718008,8700,463
718008,9000,483
718008,9300,491
718008,9600,467
718008,9900,415
718008,10200,405
718008,10500,428
718008,10800,417
718008,11100,399
718008,11400,400
718008,11700,419
718008,12000,405
718008,12300,404
718008,12600,397
718008,12900,413
718008,13200,399
718008,13500,415
718008,13800,406
718008,14100,398
718008,14400,389
718008,14700,395
718008,15000,404
718008,15300,403
718008,15600,417
718008,15900,406
718008,16200,417
718008,16500,419
718008,16800,404
718008,17100,413
718008,17400,425
718008,17700,412
718008,18000,403
718008,18300,370
718008,18600,375
718008,18900,369
718008,19200,375
718008,19500,354
718008,19800,353
718008,20100,350
718008,20400,328
718008,20700,349
718008,21000,368
718008,21300,409
718008,21600,406
718008,21900,347
718008,22200,368
718008,22500,323
718008,22800,349
718008,23100,351
718012,0,166
718012,300,223
718012,600,209
718012,900,247
718012,1200,267
718012,1500,240
718012,1800,218
718012,2100,241
718012,2400,260
718012,2700,258
718012,3000,296
718012,3300,311
718012,3600,308
718012,3900,330
718012,4200,371
718012,4500,368
718012,4800,345
718012,5100,367
718012,5400,292
718012,5700,334
718012,6000,300
718012,6300,342
718012,6600,350
718012,6900,342
718012,7200,400
718012,7500,394
718012,7800,370
718012,8100,399
718012,8400,445
718012,8700,468
718012,9000,480
718012,9300,485
718012,9600,426
718012,9900,413
718012,10200,411
718012,10500,419
718012,10800,409
718012,11100,400
718012,11400,405
718012,11700,415
718012,12000,402
718012,12300,412
718012,12600,409
718012,12900,411
718012,13200,409
718012,13500,409
718012,13800,419
718012,14100,397
718012,14400,408
718012,14700,411
718012,15000,402
718012,15300,412
718012,15600,410
718012,15900,411
718012,16200,418
718012,16500,419
718012,16800,408
718012,17100,412
718012,17400,401
718012,17700,417
718012,18000,379
718012,18300,363
718012,18600,375
718012,18900,354
718012,19200,378
718012,19500,345
718012,19800,358
718012,20100,342
718012,20400,334
718012,20700,351
718012,21000,373
718012,21300,425
718012,21600,394
718012,21900,328
718012,22200,370
718012,22500,311
718012,22800,354
718012,23100,348
718147,0,99
718147,300,271
718147,600,275
718147,900,308
718147,1200,327
718147,1500,364
718147,1800,329
718147,2100,360
718147,2400,345
718147,2700,346
718147,3000,361
718147,3300,377
718147,3600,385
718147,3900,402
718147,4200,386
718147,4500,381
718147,4800,386
718147,5100,388
718147,5400,389
718147,5700,394
718147,6000,402
718147,6300,382
718147,6600,393
718147,6900,390
718147,7200,385
718147,7500,399
718147,7800,398
718147,8100,386
718147,8400,388
718147,8700,399
718147,9000,384
718147,9300,371
718147,9600,393
718147,9900,389
718147,10200,387
718147,10500,404
718147,10800,389
718147,11100,392
718147,11400,390
718147,11700,381
718147,12000,399
718147,12300,396
718147,12600,388
718147,12900,392
718147,13200,401
718147,13500,381
718147,13800,397
718147,14100,387
718147,14400,392
718147,14700,383
718147,15000,400
718147,15300,398
718147,15600,392
718147,15900,393
718147,16200,391
718147,16500,382
718147,16800,387
718147,17100,382
718147,17400,391
718147,17700,373
718147,18000,390
718147,18300,339
718147,18600,341
718147,18900,351
718147,19200,332
718147,19500,328
718147,19800,313
718147,20100,327
718147,20400,319
718147,20700,319
718147,21000,315
718147,21300,304
718147,21600,306
718147,21900,306
718147,22200,351
718147,22500,316
718147,22800,308
718147,23100,308
718151,0,297
718151,300,311
718151,600,356
718151,900,398
718151,1200,413
718151,1500,410
718151,1800,376
718151,2100,344
718151,2400,405
718151,2700,413
718151,3000,462
718151,3300,487
718151,3600,463
718151,3900,438
718151,4200,402
718151,4500,413
718151,4800,417
718151,5100,411
718151,5400,405
718151,5700,414
718151,6000,397
718151,6300,408
718151,6600,424
718151,6900,394
718151,7200,332
718151,7500,421
718151,7800,361
718151,8100,377
718151,8400,353
718151,8700,413
718151,9000,334
718151,9300,326
718151,9600,413
718151,9900,379
718151,10200,338
718151,10500,328
718151,10800,390
718151,11100,333
718151,11400,409
718151,11700,430
718151,12000,364
718151,12300,390
718151,12600,444
718151,12900,372
718151,13200,400
718151,13500,381
718151,13800,427
718151,14100,458
718151,14400,424
718151,14700,423
718151,15000,414
718151,15300,419
718151,15600,407
718151,15900,399
718151,16200,419
718151,16500,410
718151,16800,416
718151,17100,410
718151,17400,414
718151,17700,410
718151,18000,418
718151,18300,404
718151,18600,418
718151,18900,410
718151,19200,420
718151,19500,422
718151,19800,418
718151,20100,410
718151,20400,418
718151,20700,405
718151,21000,412
718151,21300,411
718151,21600,411
718151,21900,410
718151,22200,414
718151,22500,409
718151,22800,416
718151,23100,405
718320,0,22
718320,300,241
718320,600,288
718320,900,311
718320,1200,301
718320,1500,347
718320,1800,358
718320,2100,378
718320,2400,378
718320,2700,352
718320,3000,385
718320,3300,393
718320,3600,401
718320,3900,407
718320,4200,431
718320,4500,421
718320,4800,411
718320,5100,394
718320,5400,404
718320,5700,431
718320,6000,411
718320,6300,409
718320,6600,412
718320,6900,402
718320,7200,401
718320,7500,400
718320,7800,427
718320,8100,425
718320,8400,403
718320,8700,412
718320,9000,406
718320,9300,416
718320,9600,410
718320,9900,409
718320,10200,421
718320,10500,412
718320,10800,412
718320,11100,428
718320,11400,415
718320,11700,406
718320,12000,405
718320,12300,406
718320,12600,411
718320,12900,409
718320,13200,410
718320,13500,415
718320,13800,379
718320,14100,424
718320,14400,392
718320,14700,391
718320,15000,391
718320,15300,394
718320,15600,412
718320,15900,413
718320,16200,399
718320,16500,382
718320,16800,384
718320,17100,385
718320,17400,385
718320,17700,374
718320,18000,378
718320,18300,383
718320,18600,378
718320,18900,347
718320,19200,363
718320,19500,323
718320,19800,338
718320,20100,308
718320,20400,323
718320,20700,329
718320,21000,317
718320,21300,318
718320,21600,308
718320,21900,312
718320,22200,343
718320,22500,353
718320,22800,343
718320,23100,307
761776,0,58
761776,300,208
761776,600,262
761776,900,265
761776,1200,273
761776,1500,300
761776,1800,283
761776,2100,272
761776,2400,312
761776,2700,315
761776,3000,318
761776,3300,380
761776,3600,387
761776,3900,401
761776,4200,419
761776,4500,415
761776,4800,454
761776,5100,447
761776,5400,408
761776,5700,390
761776,6000,383
761776,6300,414
761776,6600,383
761776,6900,404
761776,7200,431
761776,7500,423
761776,7800,455
761776,8100,474
761776,8400,440
761776,8700,459
761776,9000,452
761776,9300,453
761776,9600,446
761776,9900,434
761776,10200,470
761776,10500,418
761776,10800,466
761776,11100,468
761776,11400,441
761776,11700,486
761776,12000,457
761776,12300,445
761776,12600,456
761776,12900,441
761776,13200,426
761776,13500,437
761776,13800,409
761776,14100,451
761776,14400,432
761776,14700,416
761776,15000,420
761776,15300,428
761776,15600,411
761776,15900,386
761776,16200,362
761776,16500,407
761776,16800,420
761776,17100,407
761776,17400,396
761776,17700,406
761776,18000,411
761776,18300,406
761776,18600,405
761776,18900,402
761776,19200,408
761776,19500,408
761776,19800,414
761776,20100,382
761776,20400,409
761776,20700,320
761776,21000,382
761776,21300,381
761776,21600,400
761776,21900,380
761776,22200,404
761776,22500,383
761776,22800,361
761776,23100,333
768984,0,340
768984,300,317
768984,600,363
768984,900,426
768984,1200,418
768984,1500,420
768984,1800,383
768984,2100,357
768984,2400,426
768984,2700,432
768984,3000,487
768984,3300,526
768984,3600,474
768984,3900,427
768984,4200,427
768984,4500,435
768984,4800,436
768984,5100,435
768984,5400,427
768984,5700,434
768984,6000,422
768984,6300,432
768984,6600,441
768984,6900,427
768984,7200,392
768984,7500,416
768984,7800,399
768984,8100,390
768984,8400,448
768984,8700,347
768984,9000,378
768984,9300,420
768984,9600,375
768984,9900,361
768984,10200,367
768984,10500,393
768984,10800,394
768984,11100,418
768984,11400,373
768984,11700,446
768984,12000,361
768984,12300,455
768984,12600,413
768984,12900,438
768984,13200,422
768984,13500,450
768984,13800,416
768984,14100,435
768984,14400,434
768984,14700,432
768984,15000,440
768984,15300,441
768984,15600,436
768984,15900,420
768984,16200,434
768984,16500,430
768984,16800,445
768984,17100,433
768984,17400,441
768984,17700,432
768984,18000,437
768984,18300,417
768984,18600,444
768984,18900,435
768984,19200,436
768984,19500,443
768984,19800,444
768984,20100,437
768984,20400,429
768984,20700,420
768984,21000,426
768984,21300,429
768984,21600,424
768984,21900,428
768984,22200,426
768984,22500,430
768984,22800,429
768984,23100,429
774358,0,78
774358,300,210
774358,600,285
774358,900,267
